gid,team,inn1,inn2,inn3,inn4,inn5,inn6,inn7,inn8,inn9,inn10,inn11,inn12,inn13,inn14,inn15,inn16,inn17,inn18,inn19,inn20,inn21,inn22,inn23,inn24,inn25,inn26,inn27,inn28,lob,mgr,stattype,b_pa,b_ab,b_r,b_h,b_d,b_t,b_hr,b_rbi,b_sh,b_sf,b_hbp,b_w,b_iw,b_k,b_sb,b_cs,b_gdp,b_xi,b_roe,p_ipouts,p_noout,p_bfp,p_h,p_d,p_t,p_hr,p_r,p_er,p_w,p_iw,p_k,p_hbp,p_wp,p_bk,p_sh,p_sf,p_sb,p_cs,p_pb,d_po,d_a,d_e,d_dp,d_tp,d_pb,d_wp,d_sb,d_cs,start_l1,start_l2,start_l3,start_l4,start_l5,start_l6,start_l7,start_l8,start_l9,start_f1,start_f2,start_f3,start_f4,start_f5,start_f6,start_f7,start_f8,start_f9,start_f10,date,number,site,vishome,opp,win,loss,tie,gametype,box,pbp
PIT201305160,MIL,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,8,roenr001,value,36,32,1,6,0,0,0,1,0,0,0,4,0,10,1,1,1,0,1,24,0,40,13,3,0,1,7,6,1,0,5,1,0,0,0,0,2,0,0,24,7,1,0,0,0,0,2,0,aokin001,seguj002,braur002,lucrj001,gomec002,betay001,weekr001,gonza002,burgh001,burgh001,lucrj001,gonza002,weekr001,betay001,seguj002,braur002,gomec002,aokin001,,20130516,0,PIT08,v,PIT,0,1,0,regular,y,y
PIT201305160,PIT,0,0,0,1,2,4,0,0,,,,,,,,,,,,,,,,,,,,,9,hurdc001,value,40,38,7,13,3,0,1,7,0,0,1,1,0,5,2,0,0,0,1,27,0,36,6,0,0,0,1,1,4,0,10,0,1,0,0,0,1,1,0,27,10,1,1,0,0,1,1,1,marts002,snidt001,mccua001,joneg002,walkn001,martr004,alvap001,barmc001,lirif001,lirif001,martr004,joneg002,walkn001,alvap001,barmc001,marts002,mccua001,snidt001,,20130516,0,PIT08,h,MIL,1,0,0,regular,y,y
SDN201305160,WAS,0,0,0,2,3,0,1,0,0,,,,,,,,,,,,,,,,,,,,4,johnd105,value,37,32,6,7,0,0,2,6,0,0,0,5,0,9,1,1,0,0,0,27,0,35,4,2,0,0,2,1,3,0,5,1,0,0,0,1,1,0,0,27,11,1,1,0,0,0,1,0,spand001,lombs002,harpb003,zimmr001,laroa001,desmi001,bernr001,suzuk001,stras001,stras001,suzuk001,laroa001,lombs002,zimmr001,desmi001,harpb003,spand001,bernr001,,20130516,0,SAN02,v,SDN,1,0,0,regular,y,y
SDN201305160,SDN,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,6,blacb001,value,35,30,2,4,2,0,0,2,0,1,1,3,0,5,1,0,1,0,1,27,0,37,7,0,0,2,6,6,5,0,9,0,0,0,0,0,1,1,0,27,11,0,1,0,0,0,1,1,cabre001,venaw001,headc001,alony001,denoc001,gyorj001,amara001,hundn001,volqe001,volqe001,hundn001,alony001,gyorj001,headc001,cabre001,denoc001,amara001,venaw001,,20130516,0,SAN02,h,WAS,0,1,0,regular,y,y
SLN201305160,NYN,0,0,2,0,0,2,0,1,0,,,,,,,,,,,,,,,,,,,,8,collt801,value,40,37,5,12,5,0,0,5,0,1,0,2,0,11,0,1,0,0,0,27,0,35,8,3,0,0,2,2,2,0,4,0,0,0,0,0,0,0,0,27,16,0,2,0,0,0,0,0,valdj002,murpd006,wrigd002,davii001,dudal001,buckj001,ankir001,tejar001,niesj001,niesj001,buckj001,davii001,murpd006,wrigd002,tejar001,dudal001,ankir001,valdj002,,20130516,0,STL10,v,SLN,1,0,0,regular,y,y
SLN201305160,SLN,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,6,mathm001,value,35,33,2,8,3,0,0,2,0,0,0,2,0,4,0,0,2,0,0,27,0,40,12,5,0,0,5,4,2,0,11,0,0,0,0,1,0,1,0,27,6,2,1,0,0,0,0,1,carpm002,robis001,beltc001,craia001,moliy001,freed001,wiggt001,kozmp001,waina001,waina001,moliy001,wiggt001,carpm002,freed001,kozmp001,craia001,robis001,beltc001,,20130516,0,STL10,h,NYN,0,1,0,regular,y,y
TBA201305160,BOS,0,0,0,1,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,6,farrj001,value,37,31,4,4,2,0,0,4,0,0,0,6,0,8,0,0,0,0,0,27,0,42,7,0,0,1,3,3,8,0,10,0,0,0,0,0,0,0,1,27,7,0,0,0,1,0,0,0,ellsj001,victs001,pedrd001,ortid001,napom001,navad002,drews001,middw001,saltj001,doubf001,saltj001,napom001,pedrd001,middw001,drews001,navad002,ellsj001,victs001,ortid001,20130516,0,STP01,v,TBA,1,0,0,regular,y,y
TBA201305160,TBA,0,1,0,0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,12,maddj801,value,42,34,3,7,0,0,1,3,0,0,0,8,0,10,0,0,0,0,0,27,0,37,4,2,0,0,4,4,6,0,8,0,1,0,0,0,0,0,0,27,9,0,0,0,0,1,0,0,jennd002,scotl001,zobrb001,longe001,escoy001,lonej001,rodrs002,lobaj001,rober002,cobba001,lobaj001,lonej001,rober002,longe001,escoy001,rodrs002,jennd002,zobrb001,scotl001,20130516,0,STP01,h,BOS,0,1,0,regular,y,y
TEX201305160,DET,0,0,3,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,5,leylj801,value,36,32,4,7,1,0,2,4,0,2,0,2,1,6,0,0,0,0,0,24,0,37,10,2,0,2,10,10,3,0,7,1,1,0,0,0,2,1,0,24,12,1,1,0,0,1,2,1,dirka001,huntt001,cabrm001,fielp001,martv001,avila001,peraj001,kelld001,infao001,verlj001,avila001,fielp001,infao001,cabrm001,peraj001,dirka001,kelld001,huntt001,martv001,20130516,0,ARL02,v,TEX,0,1,0,regular,y,y
TEX201305160,TEX,1,0,7,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,3,washr001,value,37,33,10,10,2,0,2,10,0,0,1,3,0,7,2,1,1,0,0,27,0,36,7,1,0,2,4,4,2,1,6,0,1,0,0,2,0,0,0,27,10,0,0,0,0,1,0,0,kinsi001,andre001,berkl001,belta001,cruzn002,morem001,sotog001,murpd005,martl004,darvy001,sotog001,morem001,kinsi001,belta001,andre001,murpd005,martl004,cruzn002,berkl001,20130516,0,ARL02,h,DET,1,0,0,regular,y,y
ANA201305170,CHA,1,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,4,ventr001,value,34,32,3,8,0,0,2,3,0,0,0,2,0,3,0,2,1,0,0,27,0,32,3,1,0,0,0,0,3,0,12,0,0,0,0,0,1,0,0,27,8,1,1,0,0,0,1,0,deaza001,ramia003,riosa002,konep001,dunna001,vicid001,keppj001,gillc001,flowt001,salec001,flowt001,dunna001,keppj001,gillc001,ramia003,vicid001,deaza001,riosa002,konep001,20130517,0,ANA01,v,ANA,1,0,0,regular,y,y
ANA201305170,ANA,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,5,sciom001,value,32,29,0,3,1,0,0,0,0,0,0,3,0,12,1,0,1,0,0,27,0,34,8,0,0,2,3,3,2,0,3,0,0,0,0,0,0,2,0,27,13,0,1,0,0,0,0,2,aybae001,troum001,pujoa001,trumm001,hamij003,kendh001,calla001,congh001,jimel002,wilsc004,congh001,pujoa001,kendh001,jimel002,aybae001,trumm001,troum001,hamij003,calla001,20130517,0,ANA01,h,CHA,0,1,0,regular,y,y
ATL201305170,LAN,0,1,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,7,mattd001,value,39,38,5,10,1,0,2,5,0,0,0,1,0,7,1,0,0,0,1,24,0,41,9,1,1,1,8,5,7,0,8,0,0,0,0,0,0,0,0,24,8,2,0,0,0,0,0,0,crawc002,puntn001,kempm001,gonza003,ellia001,vanss001,cruzl001,gordd002,ryu-h001,ryu-h001,ellia001,gonza003,puntn001,cruzl001,gordd002,crawc002,kempm001,vanss001,,20130517,0,ATL02,v,ATL,0,1,0,regular,y,y
ATL201305170,ATL,0,0,2,0,0,4,2,0,,,,,,,,,,,,,,,,,,,,,9,gonzf801,value,41,34,8,9,1,1,1,7,0,0,0,7,0,8,0,0,0,0,2,27,0,39,10,1,0,2,5,3,1,0,7,0,0,0,0,0,1,0,0,27,10,1,0,0,0,0,1,0,simma001,heywj001,uptoj001,freef001,johnc003,mccab002,uggld001,uptob001,mahop002,mahop002,mccab002,freef001,uggld001,johnc003,simma001,uptoj001,uptob001,heywj001,,20130517,0,ATL02,h,LAN,1,0,0,regular,y,y
BAL201305170,TBA,1,0,4,0,4,3,0,0,0,,,,,,,,,,,,,,,,,,,,8,maddj801,value,47,39,12,17,5,0,1,12,0,3,0,5,0,7,0,0,1,0,0,27,0,40,13,2,2,2,10,10,1,0,4,0,0,0,0,0,0,0,0,27,8,0,1,0,0,0,0,0,jennd002,joycm001,zobrb001,longe001,lonej001,scotl001,johnk003,lobaj001,escoy001,hellj001,lobaj001,lonej001,zobrb001,longe001,escoy001,johnk003,jennd002,joycm001,scotl001,20130517,0,BAL12,v,BAL,1,0,0,regular,y,y
BAL201305170,BAL,2,1,0,0,1,0,0,6,0,,,,,,,,,,,,,,,,,,,,3,showb801,value,40,39,10,13,2,2,2,10,0,0,0,1,0,4,0,0,0,0,0,27,0,47,17,5,0,1,12,12,5,0,7,0,0,0,0,3,0,0,1,27,10,1,1,0,1,0,0,0,mclon001,machm001,markn001,jonea003,davic003,wietm001,hardj003,dickc001,navay001,hammj002,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,mclon001,20130517,0,BAL12,h,TBA,0,1,0,regular,y,y
CHN201305170,NYN,1,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,5,collt801,value,35,34,3,8,1,0,2,3,0,0,0,1,0,8,1,0,1,0,0,27,0,32,6,1,0,0,2,2,0,0,6,0,0,0,1,0,0,0,0,27,11,1,0,0,0,0,0,0,valdj002,murpd006,wrigd002,davii001,dudal001,buckj001,ankir001,tejar001,harvm001,harvm001,buckj001,davii001,murpd006,wrigd002,tejar001,dudal001,ankir001,valdj002,,20130517,0,CHI11,v,CHN,1,0,0,regular,y,y
CHN201305170,CHN,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,3,sveud001,value,32,31,2,6,1,0,0,1,1,0,0,0,0,6,0,0,0,0,0,27,0,35,8,1,0,2,3,3,1,0,8,0,0,0,0,0,1,0,0,27,10,2,1,0,0,0,1,0,dejed001,casts001,rizza001,soria001,schin001,valbl001,castw002,barnd001,jacke001,jacke001,castw002,rizza001,barnd001,valbl001,casts001,soria001,dejed001,schin001,,20130517,0,CHI11,h,NYN,0,1,0,regular,y,y
CLE201305170,SEA,0,0,0,1,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,10,wedge001,value,43,38,3,10,1,0,2,3,1,0,0,4,0,13,1,0,1,0,0,29,0,38,7,1,0,2,6,6,5,0,10,0,1,0,0,1,1,1,0,29,11,0,2,0,0,1,1,1,saunm001,ackld001,seagk001,morak001,smoaj001,ibanr001,shopk001,chave002,ryanb002,maurb001,shopk001,smoaj001,ackld001,seagk001,ryanb002,ibanr001,saunm001,chave002,morak001,20130517,0,CLE08,v,CLE,0,1,0,regular,y,y
CLE201305170,CLE,0,2,0,0,1,0,0,0,0,3,,,,,,,,,,,,,,,,,,,3,frant001,value,38,32,6,7,1,0,2,5,0,1,0,5,0,10,1,1,1,0,0,30,0,43,10,1,0,2,3,3,4,0,13,0,0,0,1,0,1,0,0,30,10,0,1,0,0,0,1,0,bourm001,kipnj001,cabra002,swisn001,santc002,giamj001,reynm001,branm003,stubd001,jimeu001,santc002,swisn001,kipnj001,reynm001,cabra002,branm003,bourm001,stubd001,giamj001,20130517,0,CLE08,h,SEA,1,0,0,regular,y,y
COL201305170,SFN,1,3,0,1,0,0,3,1,0,,,,,,,,,,,,,,,,,,,,9,bochb002,value,45,42,9,15,4,1,1,8,0,1,0,2,0,6,1,0,0,0,1,24,0,41,11,0,0,2,10,8,4,0,8,0,1,0,0,0,0,0,0,24,6,4,0,0,0,1,0,0,pagaa001,scutm001,sandp001,poseb001,pench001,pillb001,torra001,crawb001,bumgm001,bumgm001,poseb001,pillb001,scutm001,sandp001,crawb001,torra001,pagaa001,pench001,,20130517,0,DEN02,v,COL,0,1,0,regular,y,y
COL201305170,COL,0,1,3,0,5,1,0,0,,,,,,,,,,,,,,,,,,,,,7,weisw001,value,41,37,10,11,0,0,2,9,0,0,0,4,0,8,0,0,0,0,2,27,0,45,15,4,1,1,9,9,2,0,6,0,1,0,0,1,1,0,0,27,15,1,0,0,0,1,1,0,youne003,fowld001,gonzc001,tulot001,rosaw001,arenn001,lemad001,pachj001,delaj001,delaj001,rosaw001,pachj001,lemad001,arenn001,tulot001,gonzc001,fowld001,youne003,,20130517,0,DEN02,h,SFN,1,0,0,regular,y,y
MIA201305170,ARI,3,0,3,0,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,7,gibsk001,value,43,40,9,16,2,0,3,9,0,1,0,2,0,4,0,0,2,0,0,27,0,35,7,1,0,0,2,2,4,0,5,0,0,0,0,0,1,0,0,27,16,0,3,0,0,0,1,0,parrg001,gregd001,goldp001,chave001,rossc001,montm001,pradm001,polla001,cahit001,cahit001,montm001,goldp001,pradm001,chave001,gregd001,rossc001,polla001,parrg001,,20130517,0,MIA02,v,MIA,1,0,0,regular,y,y
MIA201305170,MIA,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,6,redmm001,value,35,31,2,7,1,0,0,2,0,0,0,4,0,5,1,0,3,0,0,27,0,43,16,2,0,3,9,9,2,0,4,0,0,0,0,1,0,0,0,27,11,0,2,0,0,0,0,0,pierj002,hecha001,dietd001,ozunm001,ruggj001,dobbg001,polap001,branr002,slowk001,slowk001,branr002,dobbg001,dietd001,polap001,hecha001,pierj002,ruggj001,ozunm001,,20130517,0,MIA02,h,ARI,0,1,0,regular,y,y
MIN201305170,BOS,1,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,11,farrj001,value,44,35,3,10,1,0,0,3,1,1,0,7,1,6,1,0,3,0,0,30,0,37,4,1,0,1,2,2,3,0,14,0,0,0,0,0,0,0,0,30,9,0,0,0,0,0,0,0,ellsj001,navad002,pedrd001,ortid001,middw001,drews001,gomej001,carpm001,saltj001,buchc001,saltj001,carpm001,pedrd001,middw001,drews001,gomej001,ellsj001,navad002,ortid001,20130517,0,MIN04,v,MIN,1,0,0,regular,y,y
MIN201305170,MIN,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,5,gardr001,value,37,34,2,4,1,0,1,2,0,0,0,3,0,14,0,0,0,0,0,30,0,44,10,1,0,0,3,2,7,1,6,0,0,0,1,1,1,0,0,30,16,1,3,0,0,0,1,0,dozib001,parmc001,willj004,mornj001,doumr001,arcio001,plout001,hicka001,florp001,worlv001,doumr001,mornj001,dozib001,plout001,florp001,arcio001,hicka001,parmc001,willj004,20130517,0,MIN04,h,BOS,0,1,0,regular,y,y
NYA201305170,TOR,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,4,gibbj001,value,31,30,0,4,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,24,0,34,8,2,1,0,5,5,3,0,6,0,1,0,0,2,1,0,0,24,9,0,1,0,0,1,1,0,cabrm002,bautj002,encae001,arenj001,linda001,lawrb002,rasmc001,bonie001,kawam001,buehm001,arenj001,encae001,bonie001,lawrb002,kawam001,cabrm002,rasmc001,bautj002,linda001,20130517,0,NYC21,v,NYA,0,1,0,regular,y,y
NYA201305170,NYA,1,0,0,0,1,0,3,0,,,,,,,,,,,,,,,,,,,,,5,giraj001,value,34,29,5,8,2,1,0,5,0,2,0,3,0,6,1,0,0,0,0,27,0,31,4,2,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,27,9,0,0,0,0,0,0,0,gardb001,nix-j001,canor001,wellv001,franb001,overl001,adamd001,suzui001,romia002,kuroh001,romia002,overl001,canor001,adamd001,nix-j001,wellv001,gardb001,suzui001,franb001,20130517,0,NYC21,h,TOR,1,0,0,regular,y,y
OAK201305170,KCA,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,4,yoste001,value,32,30,1,5,2,0,0,1,0,0,0,2,0,7,0,1,1,0,0,24,0,30,6,0,0,2,2,2,1,0,9,0,0,0,0,0,0,0,0,24,7,0,0,0,0,0,0,0,lougd001,escoa003,gorda001,butlb003,hosme001,cainl001,mousm001,peres002,johne002,shiej002,peres002,hosme001,johne002,mousm001,escoa003,gorda001,cainl001,lougd001,butlb003,20130517,0,OAK01,v,OAK,0,1,0,regular,y,y
OAK201305170,OAK,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,4,melvb001,value,30,29,2,6,0,0,2,2,0,0,0,1,0,9,0,0,0,0,0,27,0,32,5,2,0,0,1,1,2,0,7,0,0,0,0,0,0,1,0,27,11,0,1,0,0,0,0,1,crisc001,lowrj001,cespy001,mossb001,donaj001,smits002,norrd001,bartd001,rosaa001,parkj001,norrd001,bartd001,lowrj001,donaj001,rosaa001,cespy001,crisc001,mossb001,smits002,20130517,0,OAK01,h,KCA,1,0,0,regular,y,y
PHI201305170,CIN,0,0,0,0,0,2,0,1,0,,,,,,,,,,,,,,,,,,,,8,baked002,value,38,34,3,8,1,0,2,3,1,0,0,3,0,8,0,0,0,0,0,24,0,35,6,1,1,1,5,4,3,0,7,1,0,0,1,1,0,0,0,24,8,1,0,0,0,0,0,0,choos001,cozaz001,vottj001,philb001,brucj001,frazt001,mesod001,robid002,cingt001,cingt001,mesod001,vottj001,philb001,frazt001,cozaz001,robid002,choos001,brucj001,,20130517,0,PHI13,v,PHI,0,1,0,regular,y,y
PHI201305170,PHI,0,0,2,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,6,manuc101,value,35,29,5,6,1,1,1,5,1,1,1,3,0,7,0,0,0,0,1,27,0,38,8,1,0,2,3,3,3,0,8,0,1,0,1,0,0,0,0,27,9,0,0,0,0,1,0,0,rollj001,utlec001,younm003,howar001,yound003,browd004,ruizc001,maybj001,lee-c003,lee-c003,ruizc001,howar001,utlec001,younm003,rollj001,browd004,maybj001,yound003,,20130517,0,PHI13,h,CIN,1,0,0,regular,y,y
PIT201305170,HOU,1,0,0,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,6,portb001,value,37,29,4,7,1,0,1,3,2,1,0,5,0,7,0,2,0,0,0,26,0,42,10,2,0,2,5,3,3,0,6,1,1,0,0,0,0,1,0,26,14,3,0,0,0,1,0,1,grosr001,elmoj001,castj006,cartc002,martj006,penac001,domim001,gonzm002,lylej001,lylej001,castj006,penac001,elmoj001,domim001,gonzm002,martj006,grosr001,cartc002,,20130517,0,PIT08,v,PIT,0,1,0,regular,y,y
PIT201305170,PIT,1,0,0,0,0,1,0,2,1,,,,,,,,,,,,,,,,,,,,11,hurdc001,value,42,38,5,10,2,0,2,4,0,0,1,3,0,6,0,1,0,0,3,27,0,37,7,1,0,1,4,3,5,0,7,0,0,0,2,1,0,2,0,27,14,2,0,0,0,0,0,2,marts002,snidt001,mccua001,joneg002,walkn001,martr004,alvap001,barmc001,gomej002,gomej002,martr004,joneg002,walkn001,alvap001,barmc001,marts002,mccua001,snidt001,,20130517,0,PIT08,h,HOU,1,0,0,regular,y,y
SDN201305170,WAS,0,0,0,3,0,2,0,0,0,1,,,,,,,,,,,,,,,,,,,3,johnd105,value,39,36,6,7,0,0,4,6,1,0,0,2,0,15,0,0,0,0,0,30,0,47,12,0,0,1,5,4,4,0,7,1,0,0,0,0,2,0,0,30,6,2,0,0,0,0,2,0,spand001,lombs002,harpb003,zimmr001,laroa001,desmi001,espid001,suzuk001,gonzg003,gonzg003,suzuk001,laroa001,espid001,zimmr001,desmi001,lombs002,spand001,harpb003,,20130517,0,SAN02,v,SDN,1,0,0,regular,y,y
SDN201305170,SDN,2,0,0,0,0,1,0,0,2,0,,,,,,,,,,,,,,,,,,,12,blacb001,value,47,42,5,12,0,0,1,4,0,0,1,4,0,7,2,0,0,0,0,30,0,39,7,0,0,4,6,6,2,0,15,0,0,0,1,0,0,0,0,30,4,0,0,0,0,0,0,0,denoc001,cabre001,headc001,guzmj005,blank002,gyorj001,venaw001,hundn001,smitb005,smitb005,hundn001,blank002,gyorj001,headc001,cabre001,guzmj005,denoc001,venaw001,,20130517,0,SAN02,h,WAS,0,1,0,regular,y,y
SLN201305170,MIL,0,0,0,3,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,2,roenr001,value,35,34,6,8,1,0,2,6,0,0,0,1,0,8,1,1,0,0,0,24,0,38,13,1,0,1,7,6,1,0,8,0,0,0,0,0,0,0,1,24,8,2,0,0,1,0,0,0,aokin001,seguj002,braur002,ramia001,gomec002,betay001,weekr001,maldm001,peraw001,peraw001,maldm001,betay001,weekr001,ramia001,seguj002,braur002,gomec002,aokin001,,20130517,0,STL10,v,SLN,0,1,0,regular,y,y
SLN201305170,SLN,5,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,7,mathm001,value,38,37,7,13,1,0,1,7,0,0,0,1,0,8,0,0,0,0,0,27,0,35,8,1,0,2,6,6,1,0,8,0,1,0,0,0,1,1,0,27,11,0,1,0,0,1,1,1,carpm002,beltc001,hollm001,craia001,moliy001,jay-j001,freed001,kozmp001,garcj004,garcj004,moliy001,craia001,carpm002,freed001,kozmp001,hollm001,jay-j001,beltc001,,20130517,0,STL10,h,MIL,1,0,0,regular,y,y
TEX201305170,DET,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,10,leylj801,value,39,32,2,6,1,0,0,2,0,1,1,5,0,3,0,0,0,0,1,27,0,36,8,0,1,1,1,1,2,0,8,0,0,1,0,0,0,0,0,27,15,1,2,0,0,0,0,0,dirka001,huntt001,cabrm001,fielp001,martv001,avila001,peraj001,kelld001,santr002,porcr001,avila001,fielp001,santr002,cabrm001,peraj001,dirka001,kelld001,huntt001,martv001,20130517,0,ARL02,v,TEX,1,0,0,regular,y,y
TEX201305170,TEX,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,8,washr001,value,36,34,1,8,0,1,1,1,0,0,0,2,0,8,0,0,2,0,1,27,0,39,6,1,0,0,2,2,5,0,3,1,0,0,0,1,0,0,0,27,15,1,0,0,0,0,0,0,andre001,garcl004,berkl001,belta001,cruzn002,morem001,sotog001,murpd005,martl004,tepen001,sotog001,morem001,garcl004,belta001,andre001,murpd005,martl004,cruzn002,berkl001,20130517,0,ARL02,h,DET,0,1,0,regular,y,y
ANA201305180,CHA,0,0,0,4,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,12,ventr001,value,48,44,9,17,1,0,1,9,0,0,2,2,0,15,0,0,0,0,0,24,0,45,12,4,0,2,12,12,10,1,6,1,1,0,0,3,0,1,2,24,8,0,1,0,2,1,0,1,wised001,ramia003,riosa002,dunna001,konep001,gillc001,vicid001,gimeh001,greet004,santh001,gimeh001,dunna001,greet004,gillc001,ramia003,vicid001,wised001,riosa002,konep001,20130518,0,ANA01,v,ANA,0,1,0,regular,y,y
ANA201305180,ANA,0,0,0,3,2,0,5,2,,,,,,,,,,,,,,,,,,,,,9,sciom001,value,45,31,12,12,4,0,2,12,0,3,1,10,1,6,0,1,1,0,0,27,0,48,17,1,0,1,9,9,2,0,15,2,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,aybae001,troum001,pujoa001,trumm001,kendh001,calla001,harrb001,iannc001,shucj001,blanj001,iannc001,harrb001,kendh001,calla001,aybae001,shucj001,troum001,trumm001,pujoa001,20130518,0,ANA01,h,CHA,1,0,0,regular,y,y
ATL201305180,LAN,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,4,mattd001,value,32,26,1,2,1,0,0,0,2,0,1,3,0,7,0,1,0,0,0,24,0,30,7,0,0,2,3,3,0,0,6,0,0,0,0,0,0,0,0,24,8,0,1,0,0,0,0,0,crawc002,kempm001,gonza003,ethia001,schus001,fedet001,puntn001,gordd002,capuc001,capuc001,fedet001,gonza003,schus001,puntn001,gordd002,crawc002,kempm001,ethia001,,20130518,0,ATL02,v,ATL,0,1,0,regular,y,y
ATL201305180,ATL,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,3,gonzf801,value,30,30,3,7,0,0,2,3,0,0,0,0,0,6,0,0,1,0,0,27,0,32,2,1,0,0,1,0,3,0,7,1,0,0,2,0,0,1,0,27,11,1,0,0,0,0,0,1,simma001,heywj001,uptoj001,freef001,johnc003,mccab002,uggld001,uptob001,medlk001,medlk001,mccab002,freef001,uggld001,johnc003,simma001,uptoj001,uptob001,heywj001,,20130518,0,ATL02,h,LAN,1,0,0,regular,y,y
BAL201305180,TBA,0,0,3,0,1,0,0,0,6,,,,,,,,,,,,,,,,,,,,6,maddj801,value,43,37,10,11,8,0,2,10,0,0,0,6,1,6,0,0,1,0,0,27,0,43,13,2,0,2,6,6,3,0,7,1,0,0,0,0,2,1,0,27,10,0,0,0,0,0,2,1,jennd002,joycm001,zobrb001,longe001,lonej001,scotl001,johnk003,molij001,escoy001,carmf001,molij001,lonej001,zobrb001,longe001,escoy001,johnk003,jennd002,joycm001,scotl001,20130518,0,BAL12,v,BAL,1,0,0,regular,y,y
BAL201305180,BAL,4,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,10,showb801,value,43,39,6,13,2,0,2,6,0,0,1,3,0,7,2,1,0,0,0,27,0,43,11,8,0,2,10,10,6,1,6,0,1,0,0,0,0,0,0,27,11,0,1,0,0,1,0,0,mclon001,machm001,markn001,jonea003,davic003,wietm001,hardj003,dickc001,navay001,jurrj001,wietm001,davic003,navay001,machm001,hardj003,mclon001,jonea003,markn001,dickc001,20130518,0,BAL12,h,TBA,0,1,0,regular,y,y
CHN201305180,NYN,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,7,collt801,value,36,34,2,9,0,0,1,2,1,0,0,1,0,6,1,1,1,0,1,24,0,38,11,3,0,2,8,8,2,0,5,1,0,0,0,1,0,0,0,24,6,1,1,0,0,0,0,0,baxtm001,murpd006,wrigd002,davii001,dudal001,buckj001,ankir001,tejar001,hefnj001,hefnj001,buckj001,davii001,murpd006,wrigd002,tejar001,dudal001,ankir001,baxtm001,,20130518,0,CHI11,v,CHN,0,1,0,regular,y,y
CHN201305180,CHN,0,0,0,4,1,0,0,3,,,,,,,,,,,,,,,,,,,,,6,sveud001,value,38,34,8,11,3,0,2,8,0,1,1,2,0,5,0,0,1,0,1,27,0,36,9,0,0,1,2,2,1,0,6,0,0,0,1,0,1,1,0,27,7,1,1,0,0,0,1,1,dejed001,casts001,rizza001,soria001,schin001,valbl001,castw002,barnd001,felds001,felds001,castw002,rizza001,barnd001,valbl001,casts001,soria001,dejed001,schin001,,20130518,0,CHI11,h,NYN,1,0,0,regular,y,y
CLE201305180,SEA,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,4,wedge001,value,35,34,4,9,2,0,3,4,0,0,0,1,0,2,0,1,1,0,0,24,4,41,13,3,0,1,5,5,3,1,7,0,0,0,1,0,3,0,0,24,14,0,1,0,0,0,3,0,chave002,ackld001,seagk001,morak001,morsm001,ibanr001,smoaj001,montj003,ryanb002,saunj001,montj003,smoaj001,ackld001,seagk001,ryanb002,ibanr001,chave002,morsm001,morak001,20130518,0,CLE08,v,CLE,0,1,0,regular,y,y
