gid,team,inn1,inn2,inn3,inn4,inn5,inn6,inn7,inn8,inn9,inn10,inn11,inn12,inn13,inn14,inn15,inn16,inn17,inn18,inn19,inn20,inn21,inn22,inn23,inn24,inn25,inn26,inn27,inn28,lob,mgr,stattype,b_pa,b_ab,b_r,b_h,b_d,b_t,b_hr,b_rbi,b_sh,b_sf,b_hbp,b_w,b_iw,b_k,b_sb,b_cs,b_gdp,b_xi,b_roe,p_ipouts,p_noout,p_bfp,p_h,p_d,p_t,p_hr,p_r,p_er,p_w,p_iw,p_k,p_hbp,p_wp,p_bk,p_sh,p_sf,p_sb,p_cs,p_pb,d_po,d_a,d_e,d_dp,d_tp,d_pb,d_wp,d_sb,d_cs,start_l1,start_l2,start_l3,start_l4,start_l5,start_l6,start_l7,start_l8,start_l9,start_f1,start_f2,start_f3,start_f4,start_f5,start_f6,start_f7,start_f8,start_f9,start_f10,date,number,site,vishome,opp,win,loss,tie,gametype,box,pbp
HOU201303310,TEX,0,0,0,0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,6,washr001,value,35,32,2,6,0,0,0,2,0,0,0,3,0,7,0,1,0,0,0,24,0,35,9,0,2,1,8,7,3,0,13,0,0,0,0,0,0,0,0,24,6,1,0,0,0,0,0,0,kinsi001,andre001,berkl001,belta001,murpd005,cruzn002,piera001,morem001,martl004,harrm001,piera001,morem001,kinsi001,belta001,andre001,murpd005,martl004,cruzn002,berkl001,20130331,0,HOU03,v,HOU,0,1,0,regular,y,y
HOU201303310,HOU,0,0,0,2,2,3,0,1,,,,,,,,,,,,,,,,,,,,,3,portb001,value,35,32,8,9,0,2,1,7,0,0,0,3,0,13,0,0,0,0,0,27,0,35,6,0,0,0,2,2,3,0,7,0,0,0,0,0,0,1,0,27,7,0,0,0,0,0,0,1,altuj001,wallb001,cartc002,penac001,maxwj002,castj006,domim001,barnb002,ceder002,norrb001,castj006,wallb001,altuj001,domim001,ceder002,cartc002,maxwj002,barnb002,penac001,20130331,0,HOU03,h,TEX,1,0,0,regular,y,y
ARI201304010,SLN,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,2,mathm001,value,31,30,2,5,3,0,0,2,0,0,0,1,0,10,0,0,1,0,0,24,0,38,15,7,0,0,6,5,1,1,8,0,0,0,0,1,0,1,0,24,10,1,1,0,0,0,0,1,jay-j001,carpm002,hollm001,craia001,beltc001,moliy001,descd001,kozmp001,waina001,waina001,moliy001,craia001,descd001,carpm002,kozmp001,hollm001,jay-j001,beltc001,,20130401,0,PHO01,v,ARI,0,1,0,regular,y,y
ARI201304010,ARI,0,0,0,3,1,0,2,0,,,,,,,,,,,,,,,,,,,,,8,gibsk001,value,38,36,6,15,7,0,0,5,0,1,0,1,1,8,0,1,1,0,0,27,0,31,5,3,0,0,2,2,1,0,10,0,0,0,0,0,0,0,0,27,13,0,1,0,0,0,0,0,parrg001,pradm001,hilla001,montm001,goldp001,kubej002,polla001,pennc001,kenni001,kenni001,montm001,goldp001,hilla001,pradm001,pennc001,kubej002,polla001,parrg001,,20130401,0,PHO01,h,SLN,1,0,0,regular,y,y
ATL201304010,PHI,0,0,0,1,2,0,1,1,0,,,,,,,,,,,,,,,,,,,,8,manuc101,value,40,36,5,10,1,1,1,5,0,0,0,4,1,6,1,0,1,0,0,24,0,36,10,3,0,3,7,7,3,0,8,0,0,0,0,0,0,0,0,24,9,0,1,0,0,0,0,0,reveb001,rollj001,utlec001,howar001,younm003,browd004,maybj001,krate001,hamec001,hamec001,krate001,howar001,utlec001,younm003,rollj001,browd004,reveb001,maybj001,,20130401,0,ATL02,v,ATL,0,1,0,regular,y,y
ATL201304010,ATL,2,1,1,0,1,2,0,0,,,,,,,,,,,,,,,,,,,,,5,gonzf801,value,36,33,7,10,3,0,3,6,0,0,0,3,0,8,0,0,1,0,0,27,0,40,10,1,1,1,5,5,4,1,6,0,2,0,0,0,1,0,0,27,11,0,1,0,0,2,1,0,simma001,heywj001,uptoj001,freef001,uptob001,uggld001,johnc003,lairg001,hudst001,hudst001,lairg001,freef001,uggld001,johnc003,simma001,uptoj001,uptob001,heywj001,,20130401,0,ATL02,h,PHI,1,0,0,regular,y,y
CHA201304010,KCA,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,8,yoste001,value,35,32,0,7,0,0,0,0,0,0,0,3,0,9,2,0,2,0,0,24,0,33,8,0,0,1,1,1,1,0,9,0,0,0,0,0,1,0,0,24,6,0,0,0,0,0,1,0,gorda001,escoa003,butlb003,mousm001,peres002,hosme001,cainl001,franj004,getzc001,shiej002,peres002,hosme001,getzc001,mousm001,escoa003,gorda001,cainl001,franj004,butlb003,20130401,0,CHI12,v,CHA,0,1,0,regular,y,y
CHA201304010,CHA,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,8,ventr001,value,33,32,1,8,0,0,1,1,0,0,0,1,0,9,1,0,0,0,0,27,0,35,7,0,0,0,0,0,3,0,9,0,1,0,0,0,2,0,0,27,12,0,2,0,0,1,2,0,deaza001,keppj001,riosa002,dunna001,konep001,vicid001,ramia003,flowt001,beckg001,salec001,flowt001,konep001,beckg001,keppj001,ramia003,vicid001,deaza001,riosa002,dunna001,20130401,0,CHI12,h,KCA,1,0,0,regular,y,y
CIN201304010,ANA,0,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,12,sciom001,value,54,45,3,6,0,1,1,3,1,0,1,7,2,17,0,0,0,0,1,39,0,50,3,1,0,0,1,1,5,2,13,1,1,0,2,0,0,0,0,39,14,3,0,0,0,1,0,0,troum001,aybae001,pujoa001,hamij003,trumm001,kendh001,calla001,iannc001,weavj003,weavj003,iannc001,pujoa001,kendh001,calla001,aybae001,trumm001,troum001,hamij003,,20130401,0,CIN09,v,CIN,1,0,0,regular,y,y
CIN201304010,CIN,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,10,baked002,value,50,42,1,3,1,0,0,0,2,0,1,5,2,13,0,0,0,0,2,39,0,54,6,0,1,1,3,3,7,2,17,1,0,0,1,0,0,0,0,39,13,1,0,0,0,0,0,0,choos001,philb001,vottj001,ludwr001,brucj001,frazt001,cozaz001,hanir001,cuetj001,cuetj001,hanir001,vottj001,philb001,frazt001,cozaz001,ludwr001,choos001,brucj001,,20130401,0,CIN09,h,ANA,0,1,0,regular,y,y
LAN201304010,SFN,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,3,bochb002,value,30,30,0,4,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,24,0,35,7,2,0,1,4,4,3,1,9,2,1,0,0,0,0,1,0,24,7,0,0,0,0,1,0,1,pagaa001,scutm001,sandp001,poseb001,pench001,beltb001,torra001,crawb001,cainm001,cainm001,poseb001,beltb001,scutm001,sandp001,crawb001,torra001,pagaa001,pench001,,20130401,0,LOS03,v,LAN,0,1,0,regular,y,y
LAN201304010,LAN,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,7,mattd001,value,35,30,4,7,2,0,1,3,0,0,2,3,1,9,0,1,0,0,0,27,0,30,4,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,27,10,0,0,0,0,1,0,1,crawc002,ellim001,kempm001,gonza003,ethia001,cruzl001,ellia001,sellj002,kersc001,kersc001,ellia001,gonza003,ellim001,cruzl001,sellj002,crawc002,kempm001,ethia001,,20130401,0,LOS03,h,SFN,1,0,0,regular,y,y
MIL201304010,COL,0,0,2,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,7,weisw001,value,41,40,4,12,0,0,3,4,0,0,0,1,0,11,0,0,1,0,0,29,0,41,8,1,0,1,5,5,5,1,8,1,0,0,0,1,1,1,0,29,12,0,0,0,0,0,1,1,fowld001,rutlj001,gonzc001,tulot001,cuddm001,heltt001,rosaw001,nelsc001,chacj001,chacj001,rosaw001,heltt001,rutlj001,nelsc001,tulot001,gonzc001,fowld001,cuddm001,,20130401,0,MIL06,v,MIL,0,1,0,regular,y,y
MIL201304010,MIL,0,0,1,0,0,0,0,3,0,1,,,,,,,,,,,,,,,,,,,7,roenr001,value,41,34,5,8,1,0,1,5,0,1,1,5,1,8,1,1,0,0,0,30,0,41,12,0,0,3,4,4,1,0,11,0,0,0,0,0,0,0,0,30,11,0,1,0,0,0,0,0,aokin001,weekr001,braur002,ramia001,lucrj001,gonza002,gomec002,seguj002,gally001,gally001,lucrj001,gonza002,weekr001,ramia001,seguj002,braur002,gomec002,aokin001,,20130401,0,MIL06,h,COL,1,0,0,regular,y,y
MIN201304010,DET,2,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,8,leylj801,value,39,35,4,9,2,0,0,3,1,0,0,3,1,8,1,0,1,0,1,27,0,41,8,3,0,0,2,2,6,0,12,0,1,0,0,0,0,0,0,27,5,0,0,0,0,1,0,0,jacka001,huntt001,cabrm001,fielp001,martv001,dirka001,peraj001,avila001,infao001,verlj001,avila001,fielp001,infao001,cabrm001,peraj001,dirka001,jacka001,huntt001,martv001,20130401,0,MIN04,v,MIN,1,0,0,regular,y,y
MIN201304010,MIN,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,12,gardr001,value,41,35,2,8,3,0,0,1,0,0,0,6,0,12,0,0,0,0,0,27,0,39,9,2,0,0,4,4,3,1,8,0,2,0,1,0,1,0,0,27,13,1,1,0,0,2,1,0,hicka001,mauej001,willj004,mornj001,doumr001,plout001,parmc001,dozib001,florp001,worlv001,mauej001,mornj001,dozib001,plout001,florp001,willj004,hicka001,parmc001,doumr001,20130401,0,MIN04,h,DET,0,1,0,regular,y,y
NYA201304010,BOS,0,4,0,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,13,farrj001,value,48,40,8,13,1,1,0,8,0,0,0,8,1,8,0,0,0,0,0,27,0,37,6,1,0,0,2,2,4,0,10,0,2,0,0,0,0,0,0,27,6,0,1,0,0,2,0,0,ellsj001,victs001,pedrd001,napom001,middw001,saltj001,gomej001,bradj001,iglej001,lestj001,saltj001,napom001,pedrd001,middw001,iglej001,bradj001,ellsj001,victs001,gomej001,20130401,0,NYC21,v,NYA,1,0,0,regular,y,y
NYA201304010,NYA,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,8,giraj001,value,37,33,2,6,1,0,0,2,0,0,0,4,0,10,0,0,1,0,1,27,0,48,13,1,1,0,8,8,8,1,8,0,1,0,0,0,0,0,0,27,12,0,0,0,0,1,0,0,gardb001,nunee002,canor001,youkk001,wellv001,franb001,suzui001,nix-j001,cervf001,sabac001,cervf001,youkk001,canor001,nix-j001,nunee002,wellv001,gardb001,suzui001,franb001,20130401,0,NYC21,h,BOS,0,1,0,regular,y,y
NYN201304010,SDN,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,6,blacb001,value,35,31,2,4,1,0,1,2,1,0,1,2,0,6,0,0,0,0,1,24,0,43,13,2,0,1,11,11,5,0,10,0,2,0,0,0,2,0,0,24,9,1,0,0,0,2,2,0,denoc001,cabre001,alony001,quenc001,gyorj001,hundn001,maybc001,ransc001,volqe001,volqe001,hundn001,alony001,gyorj001,ransc001,cabre001,quenc001,maybc001,denoc001,,20130401,0,NYC20,v,NYN,0,1,0,regular,y,y
NYN201304010,NYN,0,2,2,3,0,0,4,0,,,,,,,,,,,,,,,,,,,,,8,collt801,value,43,38,11,13,2,0,1,11,0,0,0,5,0,10,2,0,0,0,1,27,0,35,4,1,0,1,2,2,2,0,6,1,0,0,1,0,0,0,0,27,16,1,0,0,0,0,0,0,cowgc001,murpd006,wrigd002,davii001,byrdm001,dudal001,buckj001,tejar001,niesj001,niesj001,buckj001,davii001,murpd006,wrigd002,tejar001,dudal001,cowgc001,byrdm001,,20130401,0,NYC20,h,SDN,1,0,0,regular,y,y
OAK201304010,SEA,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,6,wedge001,value,35,31,2,5,0,0,0,2,0,0,0,4,0,11,1,0,2,0,1,27,0,33,3,2,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,27,9,0,0,0,0,0,0,0,gutif001,saunm001,morak001,morsm001,smoaj001,seagk001,montj003,ackld001,ryanb002,hernf002,montj003,smoaj001,ackld001,seagk001,ryanb002,morsm001,gutif001,saunm001,morak001,20130401,0,OAK01,v,OAK,1,0,0,regular,y,y
OAK201304010,OAK,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,6,melvb001,value,33,30,0,3,2,0,0,0,0,0,0,3,0,8,0,0,0,0,0,27,0,35,5,0,0,0,2,2,4,0,11,0,0,0,0,0,1,0,0,27,12,1,2,0,0,0,1,0,crisc001,jasoj001,reddj001,cespy001,lowrj001,mossb001,donaj001,smits002,sogae001,andeb004,jasoj001,mossb001,sogae001,donaj001,lowrj001,cespy001,crisc001,reddj001,smits002,20130401,0,OAK01,h,SEA,0,1,0,regular,y,y
PIT201304010,CHN,2,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,5,sveud001,value,35,33,3,6,2,0,1,3,0,0,1,1,0,15,2,0,0,0,1,27,0,34,3,1,0,0,1,1,2,0,10,1,0,0,0,0,1,0,0,27,14,1,0,0,0,0,1,0,dejed001,casts001,rizza001,soria001,schin001,castw002,valbl001,lillb001,samaj001,samaj001,castw002,rizza001,lillb001,valbl001,casts001,soria001,dejed001,schin001,,20130401,0,PIT08,v,PIT,1,0,0,regular,y,y
PIT201304010,PIT,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,6,hurdc001,value,34,31,1,3,1,0,0,1,0,0,1,2,0,10,1,0,0,0,1,27,0,35,6,2,0,1,3,3,1,0,15,1,0,0,0,0,2,0,0,27,10,1,0,0,0,0,2,0,marts002,joneg002,mccua001,alvap001,sancg001,walkn001,martr004,barmc001,burna001,burna001,martr004,sancg001,walkn001,alvap001,barmc001,marts002,mccua001,joneg002,,20130401,0,PIT08,h,CHN,0,1,0,regular,y,y
WAS201304010,MIA,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,3,redmm001,value,30,29,0,3,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,24,0,30,5,0,0,2,2,2,2,0,5,0,0,0,2,0,0,0,0,24,8,0,1,0,0,0,0,0,pierj002,coghc001,stanm004,polap001,branr002,solad001,kotcc001,hecha001,nolar001,nolar001,branr002,kotcc001,solad001,polap001,hecha001,pierj002,coghc001,stanm004,,20130401,0,WAS11,v,WAS,0,1,0,regular,y,y
WAS201304010,WAS,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,4,johnd105,value,30,26,2,5,0,0,2,2,2,0,0,2,0,5,0,0,1,0,0,27,0,30,3,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,27,12,0,1,0,0,0,0,0,spand001,wertj001,harpb003,zimmr001,laroa001,desmi001,espid001,ramow001,stras001,stras001,ramow001,laroa001,espid001,zimmr001,desmi001,harpb003,spand001,wertj001,,20130401,0,WAS11,h,MIA,1,0,0,regular,y,y
ARI201304020,SLN,0,0,0,1,0,2,3,0,0,,,,,,,,,,,,,,,,,,,,7,mathm001,value,40,36,6,10,2,0,3,6,0,0,1,3,0,10,0,0,0,0,0,27,0,35,3,0,0,1,1,1,4,0,8,0,0,0,0,0,0,0,0,27,13,1,0,0,0,0,0,0,jay-j001,carpm002,hollm001,craia001,beltc001,moliy001,descd001,kozmp001,garcj004,garcj004,moliy001,craia001,descd001,carpm002,kozmp001,hollm001,jay-j001,beltc001,,20130402,0,PHO01,v,ARI,1,0,0,regular,y,y
ARI201304020,ARI,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,7,gibsk001,value,35,31,1,3,0,0,1,1,0,0,0,4,0,8,0,0,0,0,1,27,0,40,10,2,0,3,6,6,3,0,10,1,1,0,0,0,0,0,0,27,7,0,1,0,0,1,0,0,parrg001,pradm001,hilla001,goldp001,montm001,marta005,polla001,pennc001,cahit001,cahit001,montm001,goldp001,hilla001,pradm001,pennc001,marta005,polla001,parrg001,,20130402,0,PHO01,h,SLN,0,1,0,regular,y,y
HOU201304020,TEX,0,0,1,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,8,washr001,value,42,36,7,12,2,3,1,7,0,1,1,4,1,9,0,0,2,0,0,27,0,29,2,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,27,10,0,0,0,0,0,0,0,kinsi001,andre001,berkl001,belta001,murpd005,cruzn002,piera001,morem001,gentc001,darvy001,piera001,morem001,kinsi001,belta001,andre001,murpd005,gentc001,cruzn002,berkl001,20130402,0,HOU03,v,HOU,1,0,0,regular,y,y
HOU201304020,HOU,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,2,portb001,value,29,29,0,2,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,27,0,42,12,2,3,1,7,7,4,1,9,1,0,0,0,1,0,0,0,27,12,0,2,0,0,0,0,0,altuj001,wallb001,penac001,cartc002,ankir001,maxwj002,castj006,corpc001,gonzm002,harrl002,corpc001,penac001,altuj001,wallb001,gonzm002,cartc002,maxwj002,ankir001,castj006,20130402,0,HOU03,h,TEX,0,1,0,regular,y,y
LAN201304020,SFN,0,0,0,1,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,5,bochb002,value,35,34,3,10,0,0,0,2,0,0,0,1,0,7,0,0,4,0,2,27,0,29,2,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,27,8,0,0,0,0,0,0,0,pagaa001,scutm001,sandp001,poseb001,pench001,ariaj001,torra001,crawb001,bumgm001,bumgm001,poseb001,ariaj001,scutm001,sandp001,crawb001,torra001,pagaa001,pench001,,20130402,0,LOS03,v,LAN,1,0,0,regular,y,y
LAN201304020,LAN,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,2,mattd001,value,29,29,0,2,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,27,0,35,10,0,0,0,3,1,1,0,7,0,0,0,0,0,0,0,0,27,15,2,4,0,0,0,0,0,hairj002,ellim001,kempm001,gonza003,cruzl001,ethia001,ellia001,sellj002,ryu-h001,ryu-h001,ellia001,gonza003,ellim001,cruzl001,sellj002,hairj002,kempm001,ethia001,,20130402,0,LOS03,h,SFN,0,1,0,regular,y,y
MIL201304020,COL,0,1,1,0,2,0,3,1,0,,,,,,,,,,,,,,,,,,,,7,weisw001,value,42,38,8,14,0,0,2,8,0,2,0,2,0,11,0,0,1,0,0,27,0,38,9,2,0,1,4,4,4,1,5,0,0,0,0,0,0,0,0,27,10,2,3,0,0,0,0,0,fowld001,rutlj001,gonzc001,tulot001,cuddm001,heltt001,nelsc001,torry001,delaj001,delaj001,torry001,heltt001,rutlj001,nelsc001,tulot001,gonzc001,fowld001,cuddm001,,20130402,0,MIL06,v,MIL,1,0,0,regular,y,y
MIL201304020,MIL,0,2,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,7,roenr001,value,38,34,4,9,2,0,1,4,0,0,0,4,1,5,0,0,2,0,1,27,0,42,14,0,0,2,8,8,2,0,11,0,2,0,0,2,0,0,0,27,4,0,1,0,0,2,0,0,aokin001,weekr001,braur002,ramia001,lucrj001,gonza002,gomec002,seguj002,estrm001,estrm001,lucrj001,gonza002,weekr001,ramia001,seguj002,braur002,gomec002,aokin001,,20130402,0,MIL06,h,COL,0,1,0,regular,y,y
OAK201304020,SEA,0,0,3,0,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,10,wedge001,value,44,35,7,9,3,0,2,7,0,0,1,8,0,2,2,0,1,0,0,27,0,31,3,0,0,1,1,1,1,0,9,0,0,0,0,0,0,0,0,27,5,0,0,0,0,0,0,0,saunm001,seagk001,morak001,morsm001,ibanr001,smoaj001,montj003,ackld001,ryanb002,iwakh001,montj003,smoaj001,ackld001,seagk001,ryanb002,ibanr001,saunm001,morsm001,morak001,20130402,0,OAK01,v,OAK,1,0,0,regular,y,y
OAK201304020,OAK,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,3,melvb001,value,31,30,1,3,0,0,1,1,0,0,0,1,0,9,0,0,0,0,0,27,0,44,9,3,0,2,7,7,8,0,2,1,0,0,0,0,2,0,0,27,8,0,1,0,0,0,2,0,crisc001,jasoj001,reddj001,cespy001,lowrj001,mossb001,donaj001,smits002,sogae001,parkj001,jasoj001,mossb001,sogae001,donaj001,lowrj001,cespy001,crisc001,reddj001,smits002,20130402,0,OAK01,h,SEA,0,1,0,regular,y,y
TBA201304020,BAL,2,0,0,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,8,showb801,value,42,38,7,13,4,0,2,7,0,0,0,4,1,6,0,1,1,0,0,27,0,33,6,1,0,1,4,3,1,0,4,0,0,0,1,1,1,0,0,27,9,1,1,0,0,0,1,0,markn001,machm001,jonea003,wietm001,davic003,hardj003,reimn001,pears001,robeb003,hammj002,wietm001,davic003,robeb003,machm001,hardj003,reimn001,jonea003,markn001,pears001,20130402,0,STP01,v,TBA,1,0,0,regular,y,y
TBA201304020,TBA,0,0,0,1,0,2,0,1,0,,,,,,,,,,,,,,,,,,,,2,maddj801,value,33,30,4,6,1,0,1,4,1,1,0,1,0,4,1,0,1,0,0,27,0,42,13,4,0,2,7,7,4,1,6,0,0,0,0,0,0,1,0,27,13,0,1,0,0,0,0,1,jennd002,fulds001,zobrb001,longe001,joycm001,escoy001,lonej001,molij001,johnk003,pricd001,molij001,lonej001,zobrb001,longe001,escoy001,joycm001,jennd002,fulds001,johnk003,20130402,0,STP01,h,BAL,0,1,0,regular,y,y
TOR201304020,CLE,0,2,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,7,frant001,value,38,33,4,7,1,0,1,4,0,0,0,5,0,7,0,1,0,0,0,27,0,34,4,2,0,0,1,1,4,0,8,1,0,0,0,0,0,0,0,27,7,1,2,0,0,0,0,0,bourm001,cabra002,kipnj001,swisn001,branm003,santc002,reynm001,chisl001,stubd001,mastj001,santc002,swisn001,kipnj001,chisl001,cabra002,branm003,bourm001,stubd001,reynm001,20130402,0,TOR02,v,TOR,1,0,0,regular,y,y
TOR201304020,TOR,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,6,gibbj001,value,34,29,1,4,2,0,0,0,0,0,1,4,0,8,0,0,1,0,0,27,0,38,7,1,0,1,4,3,5,0,7,0,1,0,0,0,0,1,3,27,14,0,0,0,3,1,0,1,reyej001,cabrm002,bautj002,encae001,linda001,arenj001,rasmc001,iztum001,bonie001,dickr001,arenj001,encae001,bonie001,iztum001,reyej001,cabrm002,rasmc001,bautj002,linda001,20130402,0,TOR02,h,CLE,0,1,0,regular,y,y
ARI201304030,SLN,0,0,4,0,0,3,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,12,mathm001,value,69,60,9,16,5,0,1,8,4,0,1,4,1,12,0,0,0,0,0,46,0,71,17,1,1,3,10,10,7,1,13,1,1,0,2,2,1,0,0,46,11,0,0,0,0,1,1,0,jay-j001,carpm002,hollm001,craia001,moliy001,adamm002,kozmp001,descd001,lynnl001,lynnl001,moliy001,adamm002,descd001,carpm002,kozmp001,hollm001,jay-j001,craia001,,20130403,0,PHO01,v,ARI,0,1,0,regular,y,y
ARI201304030,ARI,1,0,0,0,4,2,0,1,0,0,0,1,0,0,0,1,,,,,,,,,,,,,15,gibsk001,value,71,59,10,17,1,1,3,9,2,2,1,7,1,13,1,0,0,0,0,48,0,69,16,5,0,1,9,9,4,1,12,1,0,0,4,0,0,0,0,48,17,1,0,0,0,0,0,0,parrg001,pradm001,hilla001,montm001,goldp001,kubej002,polla001,pennc001,mccab001,mccab001,montm001,goldp001,hilla001,pradm001,pennc001,kubej002,polla001,parrg001,,20130403,0,PHO01,h,SLN,1,0,0,regular,y,y
ATL201304030,PHI,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,9,manuc101,value,38,36,2,9,2,0,0,2,0,0,0,2,0,9,1,0,1,0,1,24,0,39,9,1,0,3,9,9,6,0,16,0,1,0,0,0,0,0,0,24,6,0,0,0,0,1,0,0,reveb001,rollj001,utlec001,howar001,younm003,browd004,maybj001,krate001,hallr001,hallr001,krate001,howar001,utlec001,younm003,rollj001,browd004,reveb001,maybj001,,20130403,0,ATL02,v,ATL,0,1,0,regular,y,y
ATL201304030,ATL,3,0,0,4,0,0,0,2,,,,,,,,,,,,,,,,,,,,,6,gonzf801,value,39,33,9,9,1,0,3,9,0,0,0,6,0,16,0,0,0,0,0,27,0,38,9,2,0,0,2,2,2,0,9,0,0,0,0,0,1,0,0,27,11,1,1,0,0,0,1,0,simma001,heywj001,uptoj001,freef001,uptob001,uggld001,franj005,gatte001,mahop002,mahop002,gatte001,freef001,uggld001,franj005,simma001,uptoj001,uptob001,heywj001,,20130403,0,ATL02,h,PHI,1,0,0,regular,y,y
CHA201304030,KCA,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,6,yoste001,value,35,34,2,5,2,0,0,1,0,0,0,1,0,7,0,0,0,0,2,24,0,32,8,1,0,4,5,5,2,0,8,0,0,0,1,0,0,0,0,24,9,0,1,0,0,0,0,0,gorda001,escoa003,butlb003,mousm001,peres002,hosme001,cainl001,franj004,getzc001,sante001,peres002,hosme001,getzc001,mousm001,escoa003,gorda001,cainl001,franj004,butlb003,20130403,0,CHI12,v,CHA,0,1,0,regular,y,y
CHA201304030,CHA,0,1,1,2,0,0,1,0,,,,,,,,,,,,,,,,,,,,,3,ventr001,value,32,29,5,8,1,0,4,5,1,0,0,2,0,8,0,0,1,0,0,27,0,35,5,2,0,0,2,1,1,0,7,0,0,0,0,0,0,0,0,27,11,3,0,0,0,0,0,0,deaza001,keppj001,riosa002,dunna001,konep001,vicid001,ramia003,flowt001,beckg001,peavj001,flowt001,konep001,beckg001,keppj001,ramia003,vicid001,deaza001,riosa002,dunna001,20130403,0,CHI12,h,KCA,1,0,0,regular,y,y
CIN201304030,ANA,0,0,0,0,1,0,2,1,0,,,,,,,,,,,,,,,,,,,,6,sciom001,value,37,34,4,9,1,0,2,4,0,0,0,3,0,10,0,1,2,0,1,25,0,39,6,1,0,1,5,4,6,2,9,1,0,0,1,0,1,0,0,25,7,2,0,0,0,0,1,0,troum001,aybae001,pujoa001,hamij003,trumm001,kendh001,calla001,iannc001,wilsc004,wilsc004,iannc001,pujoa001,kendh001,calla001,aybae001,trumm001,troum001,hamij003,,20130403,0,CIN09,v,CIN,0,1,0,regular,y,y
CIN201304030,CIN,0,0,0,4,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,9,baked002,value,39,31,5,6,1,0,1,5,1,0,1,6,2,9,1,0,0,0,1,27,0,37,9,1,0,2,4,3,3,0,10,0,0,0,0,0,0,1,0,27,10,1,2,0,0,0,0,1,choos001,heisc001,vottj001,philb001,brucj001,frazt001,cozaz001,hanir001,latom001,latom001,hanir001,vottj001,philb001,frazt001,cozaz001,heisc001,choos001,brucj001,,20130403,0,CIN09,h,ANA,1,0,0,regular,y,y
HOU201304030,TEX,0,0,0,0,0,1,0,3,0,,,,,,,,,,,,,,,,,,,,8,washr001,value,39,35,4,9,1,0,0,3,0,1,1,2,0,3,0,0,1,0,1,27,0,33,5,1,0,0,0,0,1,0,15,0,0,1,0,0,0,0,0,27,8,0,0,0,0,0,0,0,kinsi001,andre001,berkl001,belta001,murpd005,cruzn002,piera001,morem001,martl004,ogana001,piera001,morem001,kinsi001,belta001,andre001,murpd005,martl004,cruzn002,berkl001,20130403,0,HOU03,v,HOU,1,0,0,regular,y,y
