gid,id,team,p_seq,stattype,p_ipouts,p_noout,p_bfp,p_h,p_d,p_t,p_hr,p_r,p_er,p_w,p_iw,p_k,p_hbp,p_wp,p_bk,p_sh,p_sf,p_sb,p_cs,p_pb,wp,lp,save,p_gs,p_gf,p_cg,date,number,site,vishome,opp,win,loss,tie,gametype,box,pbp
SDN201803290,andec001,MIL,1,value,18,0,22,1,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,,,,1,,,20180329,0,SAN02,v,SDN,1,0,0,regular,y,y
SDN201803290,hadej001,MIL,2,value,3,0,5,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,,,,,,,20180329,0,SAN02,v,SDN,1,0,0,regular,y,y
SDN201803290,albem001,MIL,3,value,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20180329,0,SAN02,v,SDN,1,0,0,regular,y,y
SDN201803290,knebc001,MIL,4,value,3,0,4,2,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,,,,,,,20180329,0,SAN02,v,SDN,1,0,0,regular,y,y
SDN201803290,jeffj001,MIL,5,value,6,0,8,1,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,,,,,,20180329,0,SAN02,v,SDN,1,0,0,regular,y,y
SDN201803290,barnj002,MIL,6,value,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,1,,1,,20180329,0,SAN02,v,SDN,1,0,0,regular,y,y
SDN201803290,richc002,SDN,1,value,21,0,26,6,1,0,0,1,1,1,0,4,0,0,0,0,0,0,0,0,,,,1,,,20180329,0,SAN02,h,MIL,0,1,0,regular,y,y
SDN201803290,yatek001,SDN,2,value,2,0,4,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,,,,,,,20180329,0,SAN02,h,MIL,0,1,0,regular,y,y
SDN201803290,mcgrk001,SDN,3,value,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20180329,0,SAN02,h,MIL,0,1,0,regular,y,y
SDN201803290,stamc001,SDN,4,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20180329,0,SAN02,h,MIL,0,1,0,regular,y,y
SDN201803290,handb001,SDN,5,value,6,0,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,,,,,,,20180329,0,SAN02,h,MIL,0,1,0,regular,y,y
SDN201803290,cimba001,SDN,6,value,3,0,5,3,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,,1,,,1,,20180329,0,SAN02,h,MIL,0,1,0,regular,y,y
SEA201803290,klubc001,CLE,1,value,24,0,29,6,1,0,1,2,2,1,0,8,0,0,0,0,0,0,0,0,,1,,1,,1,20180329,0,SEA03,v,SEA,0,1,0,regular,y,y
SEA201803290,hernf002,SEA,1,value,16,0,20,2,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,1,,,1,,,20180329,0,SEA03,h,CLE,1,0,0,regular,y,y
SEA201803290,altad001,SEA,2,value,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20180329,0,SEA03,h,CLE,1,0,0,regular,y,y
SEA201803290,rzepm001,SEA,3,value,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20180329,0,SEA03,h,CLE,1,0,0,regular,y,y
SEA201803290,vincn001,SEA,4,value,2,0,5,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20180329,0,SEA03,h,CLE,1,0,0,regular,y,y
SEA201803290,nicaj001,SEA,5,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20180329,0,SEA03,h,CLE,1,0,0,regular,y,y
SEA201803290,diaze006,SEA,6,value,3,0,5,0,0,0,0,0,0,0,0,3,2,0,1,0,0,2,0,0,,,1,,1,,20180329,0,SEA03,h,CLE,1,0,0,regular,y,y
TBA201803290,salec001,BOS,1,value,18,0,22,1,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,1,,,,1,,,20180329,0,STP01,v,TBA,0,1,0,regular,y,y
TBA201803290,barnm001,BOS,2,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20180329,0,STP01,v,TBA,0,1,0,regular,y,y
TBA201803290,kellj001,BOS,3,value,1,0,5,1,1,0,0,4,4,3,0,1,0,0,0,0,0,0,0,0,,,,,,,20180329,0,STP01,v,TBA,0,1,0,regular,y,y
TBA201803290,smitc004,BOS,4,value,2,0,5,2,0,1,0,2,2,1,0,1,0,0,0,0,0,0,0,0,,1,,,1,,20180329,0,STP01,v,TBA,0,1,0,regular,y,y
TBA201803290,archc001,TBA,1,value,18,2,24,6,3,0,1,4,4,1,0,6,0,0,0,0,0,0,0,0,,,,1,,,20180329,0,STP01,h,BOS,1,0,0,regular,y,y
TBA201803290,pruia001,TBA,2,value,6,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,,,,,20180329,0,STP01,h,BOS,1,0,0,regular,y,y
TBA201803290,coloa001,TBA,3,value,3,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,1,,20180329,0,STP01,h,BOS,1,0,0,regular,y,y
TEX201803290,verlj001,HOU,1,value,18,0,23,4,0,0,0,0,0,2,0,5,1,0,0,0,0,0,0,0,1,,,1,,,20180329,0,ARL02,v,TEX,1,0,0,regular,y,y
TEX201803290,devec001,HOU,2,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20180329,0,ARL02,v,TEX,1,0,0,regular,y,y
TEX201803290,peacb001,HOU,3,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20180329,0,ARL02,v,TEX,1,0,0,regular,y,y
TEX201803290,gilek001,HOU,4,value,3,0,5,2,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,,,,,1,,20180329,0,ARL02,v,TEX,1,0,0,regular,y,y
TEX201803290,hamec001,TEX,1,value,17,0,24,5,1,0,2,3,3,4,0,7,0,0,0,0,1,0,0,0,,1,,1,,,20180329,0,ARL02,h,HOU,0,1,0,regular,y,y
TEX201803290,leclj001,TEX,2,value,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20180329,0,ARL02,h,HOU,0,1,0,regular,y,y
TEX201803290,martc007,TEX,3,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20180329,0,ARL02,h,HOU,0,1,0,regular,y,y
TEX201803290,bushm001,TEX,4,value,3,0,6,1,1,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0,,,,,,,20180329,0,ARL02,h,HOU,0,1,0,regular,y,y
TEX201803290,jepsk001,TEX,5,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1,,20180329,0,ARL02,h,HOU,0,1,0,regular,y,y
TOR201803290,sevel001,NYA,1,value,17,0,21,1,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,1,,,1,,,20180329,0,TOR02,v,TOR,1,0,0,regular,y,y
TOR201803290,greec003,NYA,2,value,4,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,,,,,,,20180329,0,TOR02,v,TOR,1,0,0,regular,y,y
TOR201803290,betad001,NYA,3,value,3,0,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20180329,0,TOR02,v,TOR,1,0,0,regular,y,y
TOR201803290,chapa001,NYA,4,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,1,,20180329,0,TOR02,v,TOR,1,0,0,regular,y,y
TOR201803290,happj001,TOR,1,value,14,0,20,4,1,0,1,3,2,1,0,5,0,0,0,0,0,0,0,0,,1,,1,,,20180329,0,TOR02,h,NYA,0,1,0,regular,y,y
TOR201803290,axfoj001,TOR,2,value,1,0,3,2,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20180329,0,TOR02,h,NYA,0,1,0,regular,y,y
TOR201803290,loupa001,TOR,3,value,3,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,20180329,0,TOR02,h,NYA,0,1,0,regular,y,y
TOR201803290,barnd002,TOR,4,value,3,0,4,2,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20180329,0,TOR02,h,NYA,0,1,0,regular,y,y
TOR201803290,oh--s001,TOR,5,value,3,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20180329,0,TOR02,h,NYA,0,1,0,regular,y,y
TOR201803290,clipt001,TOR,6,value,3,0,4,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,1,,20180329,0,TOR02,h,NYA,0,1,0,regular,y,y
ARI201803300,andet002,COL,1,value,7,0,16,5,1,1,1,7,7,4,0,3,0,2,0,0,0,1,0,0,,,,1,,,20180330,0,PHO01,v,ARI,0,1,0,regular,y,y
ARI201803300,senza001,COL,2,value,8,0,12,3,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,,1,,,,,20180330,0,PHO01,v,ARI,0,1,0,regular,y,y
ARI201803300,ottaa001,COL,3,value,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,,,20180330,0,PHO01,v,ARI,0,1,0,regular,y,y
ARI201803300,mcgej001,COL,4,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20180330,0,PHO01,v,ARI,0,1,0,regular,y,y
ARI201803300,shawb001,COL,5,value,3,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,1,,20180330,0,PHO01,v,ARI,0,1,0,regular,y,y
ARI201803300,ray-r002,ARI,1,value,15,0,25,7,0,0,3,7,6,3,0,8,0,2,0,0,0,1,0,0,1,,,1,,,20180330,0,PHO01,h,COL,1,0,0,regular,y,y
ARI201803300,delaj001,ARI,2,value,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,20180330,0,PHO01,h,COL,1,0,0,regular,y,y
