gid,id,team,p_seq,stattype,p_ipouts,p_noout,p_bfp,p_h,p_d,p_t,p_hr,p_r,p_er,p_w,p_iw,p_k,p_hbp,p_wp,p_bk,p_sh,p_sf,p_sb,p_cs,p_pb,wp,lp,save,p_gs,p_gf,p_cg,date,number,site,vishome,opp,win,loss,tie,gametype,box,pbp
SLN201704020,oh--s001,SLN,2,value,5,0,9,2,0,0,1,3,3,0,0,2,2,0,0,0,0,0,0,0,1,,,,1,,20170402,0,STL10,h,CHN,1,0,0,regular,y,y
TBA201704020,tanam001,NYA,1,value,8,0,18,8,2,0,2,7,7,2,0,3,0,0,0,0,1,0,0,0,,1,,1,,,20170402,0,STP01,v,TBA,0,1,0,regular,y,y
TBA201704020,laynt001,NYA,2,value,3,0,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,,,,,,20170402,0,STP01,v,TBA,0,1,0,regular,y,y
TBA201704020,warra001,NYA,3,value,7,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20170402,0,STP01,v,TBA,0,1,0,regular,y,y
TBA201704020,holdj002,NYA,4,value,3,0,5,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20170402,0,STP01,v,TBA,0,1,0,regular,y,y
TBA201704020,shrec001,NYA,5,value,3,0,6,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,,,,,1,,20170402,0,STP01,v,TBA,0,1,0,regular,y,y
TBA201704020,archc001,TBA,1,value,21,0,29,7,1,0,0,2,2,1,0,5,0,0,0,0,0,0,0,0,1,,,1,,,20170402,0,STP01,h,NYA,1,0,0,regular,y,y
TBA201704020,farqd001,TBA,2,value,3,0,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,,,,,,,20170402,0,STP01,h,NYA,1,0,0,regular,y,y
TBA201704020,pruia001,TBA,3,value,0,3,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20170402,0,STP01,h,NYA,1,0,0,regular,y,y
TBA201704020,coloa001,TBA,4,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,1,,1,,20170402,0,STP01,h,NYA,1,0,0,regular,y,y
BAL201704030,estrm001,TOR,1,value,18,0,24,5,4,0,0,2,2,2,0,4,0,0,0,0,0,0,0,0,,,,1,,,20170403,0,BAL12,v,BAL,0,1,0,regular,y,y
BAL201704030,biagj001,TOR,2,value,5,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20170403,0,BAL12,v,BAL,0,1,0,regular,y,y
BAL201704030,howej003,TOR,3,value,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20170403,0,BAL12,v,BAL,0,1,0,regular,y,y
BAL201704030,smitj002,TOR,4,value,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20170403,0,BAL12,v,BAL,0,1,0,regular,y,y
BAL201704030,loupa001,TOR,5,value,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20170403,0,BAL12,v,BAL,0,1,0,regular,y,y
BAL201704030,grilj001,TOR,6,value,3,0,4,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,1,,,1,,20170403,0,BAL12,v,BAL,0,1,0,regular,y,y
BAL201704030,gausk001,BAL,1,value,16,0,25,5,0,0,0,2,2,4,0,4,0,0,0,0,0,0,0,0,,,,1,,,20170403,0,BAL12,h,TOR,1,0,0,regular,y,y
BAL201704030,givem001,BAL,2,value,5,0,7,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20170403,0,BAL12,h,TOR,1,0,0,regular,y,y
BAL201704030,bracb001,BAL,3,value,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,20170403,0,BAL12,h,TOR,1,0,0,regular,y,y
BAL201704030,britz001,BAL,4,value,6,0,9,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,20170403,0,BAL12,h,TOR,1,0,0,regular,y,y
BAL201704030,wilst004,BAL,5,value,3,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,1,,20170403,0,BAL12,h,TOR,1,0,0,regular,y,y
BOS201704030,coleg001,PIT,1,value,15,0,22,7,0,1,1,5,5,1,0,2,0,0,0,0,0,0,0,0,,1,,1,,,20170403,0,BOS07,v,BOS,0,1,0,regular,y,y
BOS201704030,nicaj001,PIT,2,value,3,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,20170403,0,BOS07,v,BOS,0,1,0,regular,y,y
BOS201704030,rivef001,PIT,3,value,3,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20170403,0,BOS07,v,BOS,0,1,0,regular,y,y
BOS201704030,hudsd001,PIT,4,value,3,0,5,1,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,,,,,1,,20170403,0,BOS07,v,BOS,0,1,0,regular,y,y
BOS201704030,porcr001,BOS,1,value,19,0,26,6,1,0,0,3,3,1,0,5,0,0,0,0,0,0,1,0,1,,,1,,,20170403,0,BOS07,h,PIT,1,0,0,regular,y,y
BOS201704030,barnm001,BOS,2,value,2,0,4,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,,,,,,,20170403,0,BOS07,h,PIT,1,0,0,regular,y,y
BOS201704030,scotr001,BOS,3,value,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20170403,0,BOS07,h,PIT,1,0,0,regular,y,y
BOS201704030,hembh001,BOS,4,value,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20170403,0,BOS07,h,PIT,1,0,0,regular,y,y
BOS201704030,kimbc001,BOS,5,value,3,0,5,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,,,1,,1,,20170403,0,BOS07,h,PIT,1,0,0,regular,y,y
CIN201704030,hellj001,PHI,1,value,15,1,22,6,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,,,1,,,20170403,0,CIN09,v,CIN,1,0,0,regular,y,y
CIN201704030,benoj001,PHI,2,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20170403,0,CIN09,v,CIN,1,0,0,regular,y,y
CIN201704030,ramoe002,PHI,3,value,3,0,4,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,20170403,0,CIN09,v,CIN,1,0,0,regular,y,y
CIN201704030,nerih001,PHI,4,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20170403,0,CIN09,v,CIN,1,0,0,regular,y,y
CIN201704030,gomej002,PHI,5,value,3,0,5,2,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,,,1,,1,,20170403,0,CIN09,v,CIN,1,0,0,regular,y,y
CIN201704030,felds001,CIN,1,value,14,0,21,7,2,0,2,3,3,2,0,6,0,0,0,0,0,0,1,0,,1,,1,,,20170403,0,CIN09,h,PHI,0,1,0,regular,y,y
CIN201704030,astib001,CIN,2,value,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20170403,0,CIN09,h,PHI,0,1,0,regular,y,y
CIN201704030,woodb004,CIN,3,value,3,0,5,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20170403,0,CIN09,h,PHI,0,1,0,regular,y,y
CIN201704030,stord001,CIN,4,value,3,0,5,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,20170403,0,CIN09,h,PHI,0,1,0,regular,y,y
CIN201704030,lorem002,CIN,5,value,3,0,4,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,,,,,,,20170403,0,CIN09,h,PHI,0,1,0,regular,y,y
CIN201704030,igler001,CIN,6,value,3,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,1,,20170403,0,CIN09,h,PHI,0,1,0,regular,y,y
HOU201704030,hernf002,SEA,1,value,15,0,19,5,0,0,2,2,2,0,0,6,0,0,0,0,0,1,0,0,,1,,1,,,20170403,0,HOU03,v,HOU,0,1,0,regular,y,y
HOU201704030,vincn001,SEA,2,value,2,0,4,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,,,,,,,20170403,0,HOU03,v,HOU,0,1,0,regular,y,y
HOU201704030,pazoj001,SEA,3,value,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20170403,0,HOU03,v,HOU,0,1,0,regular,y,y
HOU201704030,fienc001,SEA,4,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,20170403,0,HOU03,v,HOU,0,1,0,regular,y,y
HOU201704030,keucd001,HOU,1,value,21,0,25,2,0,0,0,0,0,2,0,4,1,0,0,0,0,0,0,0,1,,,1,,,20170403,0,HOU03,h,SEA,1,0,0,regular,y,y
HOU201704030,gregl001,HOU,2,value,3,0,5,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,,,,,,,20170403,0,HOU03,h,SEA,1,0,0,regular,y,y
HOU201704030,gilek001,HOU,3,value,3,0,4,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,,,1,,1,,20170403,0,HOU03,h,SEA,1,0,0,regular,y,y
LAN201704030,chacj001,SDN,1,value,10,0,21,8,3,0,2,9,9,2,2,2,1,0,0,0,1,0,0,0,,1,,1,,,20170403,0,LOS03,v,LAN,0,1,0,regular,y,y
LAN201704030,bethc001,SDN,2,value,4,0,9,3,1,0,1,3,3,2,0,0,0,2,0,0,0,0,0,0,,,,,,,20170403,0,LOS03,v,LAN,0,1,0,regular,y,y
LAN201704030,diazm004,SDN,3,value,4,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,,,,20170403,0,LOS03,v,LAN,0,1,0,regular,y,y
LAN201704030,stamc001,SDN,4,value,3,0,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,20170403,0,LOS03,v,LAN,0,1,0,regular,y,y
LAN201704030,torrj001,SDN,5,value,3,0,5,1,0,0,1,2,2,0,0,2,1,0,0,0,0,0,0,0,,,,,1,,20170403,0,LOS03,v,LAN,0,1,0,regular,y,y
LAN201704030,kersc001,LAN,1,value,21,0,24,2,0,0,1,2,1,0,0,8,0,1,0,0,0,0,0,0,1,,,1,,,20170403,0,LOS03,h,SDN,1,0,0,regular,y,y
LAN201704030,hatcc002,LAN,2,value,6,0,9,3,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,1,,20170403,0,LOS03,h,SDN,1,0,0,regular,y,y
MIL201704030,grayj003,COL,1,value,12,5,20,6,3,0,0,5,5,2,0,7,0,0,0,1,0,0,0,0,,,,1,,,20170403,0,MIL06,v,MIL,1,0,0,regular,y,y
MIL201704030,obers001,COL,2,value,3,0,5,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,,,,,20170403,0,MIL06,v,MIL,1,0,0,regular,y,y
MIL201704030,estec001,COL,3,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,20170403,0,MIL06,v,MIL,1,0,0,regular,y,y
MIL201704030,dunnm002,COL,4,value,3,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,,,,,,,20170403,0,MIL06,v,MIL,1,0,0,regular,y,y
MIL201704030,ottaa001,COL,5,value,3,0,5,0,0,0,0,0,0,2,0,3,0,0,0,0,0,2,0,0,,,,,,,20170403,0,MIL06,v,MIL,1,0,0,regular,y,y
MIL201704030,hollg001,COL,6,value,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,,1,,20170403,0,MIL06,v,MIL,1,0,0,regular,y,y
MIL201704030,guerj003,MIL,1,value,9,0,11,1,0,0,1,2,2,0,0,4,1,0,0,0,0,0,0,0,,,,1,,,20170403,0,MIL06,h,COL,0,1,0,regular,y,y
MIL201704030,milot001,MIL,2,value,6,0,9,3,1,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20170403,0,MIL06,h,COL,0,1,0,regular,y,y
MIL201704030,torrc001,MIL,3,value,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20170403,0,MIL06,h,COL,0,1,0,regular,y,y
MIL201704030,marij001,MIL,4,value,1,0,4,3,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,,1,,,,,20170403,0,MIL06,h,COL,0,1,0,regular,y,y
MIL201704030,knebc001,MIL,5,value,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,20170403,0,MIL06,h,COL,0,1,0,regular,y,y
MIL201704030,barnj002,MIL,6,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20170403,0,MIL06,h,COL,0,1,0,regular,y,y
MIL201704030,hughj001,MIL,7,value,3,0,5,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,,,,,1,,20170403,0,MIL06,h,COL,0,1,0,regular,y,y
MIN201704030,duffd001,KCA,1,value,18,0,24,3,0,0,1,1,1,3,0,8,0,0,0,0,0,0,0,0,,,,1,,,20170403,0,MIN04,v,MIN,0,1,0,regular,y,y
MIN201704030,stram001,KCA,2,value,1,0,5,2,0,0,0,4,4,2,1,0,0,0,0,1,0,0,0,0,,1,,,,,20170403,0,MIN04,v,MIN,0,1,0,regular,y,y
MIN201704030,moylp001,KCA,3,value,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20170403,0,MIN04,v,MIN,0,1,0,regular,y,y
MIN201704030,woodt004,KCA,4,value,1,0,5,2,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,0,,,,,,,20170403,0,MIN04,v,MIN,0,1,0,regular,y,y
MIN201704030,minom001,KCA,5,value,3,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1,,20170403,0,MIN04,v,MIN,0,1,0,regular,y,y
MIN201704030,sante001,MIN,1,value,21,0,24,2,0,0,1,1,1,2,0,3,0,0,0,0,0,1,0,0,1,,,1,,,20170403,0,MIN04,h,KCA,1,0,0,regular,y,y
MIN201704030,belim001,MIN,2,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20170403,0,MIN04,h,KCA,1,0,0,regular,y,y
MIN201704030,kintb001,MIN,3,value,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,20170403,0,MIN04,h,KCA,1,0,0,regular,y,y
NYN201704030,tehej001,ATL,1,value,18,0,25,4,0,0,0,0,0,3,0,6,0,1,0,0,0,1,0,0,,,,1,,,20170403,0,NYC20,v,NYN,0,1,0,regular,y,y
NYN201704030,kroli001,ATL,2,value,1,0,4,2,0,0,0,3,3,1,0,0,0,0,0,0,0,1,0,0,,1,,,,,20170403,0,NYC20,v,NYN,0,1,0,regular,y,y
NYN201704030,roe-c001,ATL,3,value,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,20170403,0,NYC20,v,NYN,0,1,0,regular,y,y
NYN201704030,oflae001,ATL,4,value,1,0,5,1,1,0,0,2,2,3,0,0,0,1,0,0,1,0,0,0,,,,,,,20170403,0,NYC20,v,NYN,0,1,0,regular,y,y
NYN201704030,ramij004,ATL,5,value,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,,20170403,0,NYC20,v,NYN,0,1,0,regular,y,y
NYN201704030,syndn001,NYN,1,value,18,0,23,5,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,,,,1,,,20170403,0,NYC20,h,ATL,1,0,0,regular,y,y
NYN201704030,roblh001,NYN,2,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,20170403,0,NYC20,h,ATL,1,0,0,regular,y,y
NYN201704030,salaf001,NYN,3,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20170403,0,NYC20,h,ATL,1,0,0,regular,y,y
NYN201704030,gselr001,NYN,4,value,3,0,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1,,20170403,0,NYC20,h,ATL,1,0,0,regular,y,y
OAK201704030,nolar001,ANA,1,value,17,0,25,7,0,0,2,3,3,2,0,4,0,0,0,0,0,0,0,0,,1,,1,,,20170403,0,OAK01,v,OAK,0,1,0,regular,y,y
OAK201704030,alvaj003,ANA,2,value,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20170403,0,OAK01,v,OAK,0,1,0,regular,y,y
OAK201704030,norrb001,ANA,3,value,3,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,,,,,,20170403,0,OAK01,v,OAK,0,1,0,regular,y,y
OAK201704030,ramij002,ANA,4,value,3,0,7,2,0,0,1,1,1,2,1,0,0,0,1,0,0,0,0,0,,,,,1,,20170403,0,OAK01,v,OAK,0,1,0,regular,y,y
OAK201704030,gravk001,OAK,1,value,18,0,24,6,0,0,1,2,2,2,0,7,0,1,0,0,0,0,0,0,1,,,1,,,20170403,0,OAK01,h,ANA,1,0,0,regular,y,y
OAK201704030,dullr001,OAK,2,value,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,,,20170403,0,OAK01,h,ANA,1,0,0,regular,y,y
OAK201704030,dools001,OAK,3,value,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20170403,0,OAK01,h,ANA,1,0,0,regular,y,y
OAK201704030,madsr001,OAK,4,value,1,0,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,20170403,0,OAK01,h,ANA,1,0,0,regular,y,y
OAK201704030,garcj002,OAK,5,value,3,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,,1,,20170403,0,OAK01,h,ANA,1,0,0,regular,y,y
TEX201704030,klubc001,CLE,1,value,18,0,26,6,2,0,3,5,5,3,0,6,0,0,0,0,0,1,1,0,,,,1,,,20170403,0,ARL02,v,TEX,1,0,0,regular,y,y
TEX201704030,oterd001,CLE,2,value,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20170403,0,ARL02,v,TEX,1,0,0,regular,y,y
TEX201704030,logab001,CLE,3,value,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20170403,0,ARL02,v,TEX,1,0,0,regular,y,y
TEX201704030,milla002,CLE,4,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,,,,,,20170403,0,ARL02,v,TEX,1,0,0,regular,y,y
TEX201704030,allec002,CLE,5,value,3,0,4,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,1,,1,,20170403,0,ARL02,v,TEX,1,0,0,regular,y,y
TEX201704030,darvy001,TEX,1,value,19,0,27,4,2,0,1,4,4,5,0,4,0,2,0,0,1,0,0,0,,,,1,,,20170403,0,ARL02,h,CLE,0,1,0,regular,y,y
TEX201704030,bushm001,TEX,2,value,5,0,6,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,20170403,0,ARL02,h,CLE,0,1,0,regular,y,y
TEX201704030,dysos001,TEX,3,value,2,0,6,4,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,20170403,0,ARL02,h,CLE,0,1,0,regular,y,y
TEX201704030,claua001,TEX,4,value,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,20170403,0,ARL02,h,CLE,0,1,0,regular,y,y
WAS201704030,volqe001,MIA,1,value,15,0,19,4,2,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0,,,,1,,,20170403,0,WAS11,v,WAS,0,1,0,regular,y,y
WAS201704030,pheld001,MIA,2,value,6,0,9,3,0,0,2,3,3,0,0,2,0,0,0,0,0,0,0,0,,1,,,,,20170403,0,WAS11,v,WAS,0,1,0,regular,y,y
WAS201704030,tazaj001,MIA,3,value,0,3,3,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,20170403,0,WAS11,v,WAS,0,1,0,regular,y,y
WAS201704030,ziegb001,MIA,4,value,3,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1,,20170403,0,WAS11,v,WAS,0,1,0,regular,y,y
WAS201704030,stras001,WAS,1,value,21,0,27,6,2,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,1,,,1,,,20170403,0,WAS11,h,MIA,1,0,0,regular,y,y
WAS201704030,solis001,WAS,2,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20170403,0,WAS11,h,MIA,1,0,0,regular,y,y
WAS201704030,treib001,WAS,3,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,1,,1,,20170403,0,WAS11,h,MIA,1,0,0,regular,y,y
ARI201704040,cuetj001,SFN,1,value,15,0,23,6,0,0,2,4,4,2,0,5,0,0,0,0,0,0,0,0,1,,,1,,,20170404,0,PHO01,v,ARI,1,0,0,regular,y,y
ARI201704040,gearc001,SFN,2,value,3,1,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,20170404,0,PHO01,v,ARI,1,0,0,regular,y,y
ARI201704040,kontg001,SFN,3,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,,,,,,20170404,0,PHO01,v,ARI,1,0,0,regular,y,y
ARI201704040,law-d001,SFN,4,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20170404,0,PHO01,v,ARI,1,0,0,regular,y,y
ARI201704040,strih001,SFN,5,value,3,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,,,,1,,20170404,0,PHO01,v,ARI,1,0,0,regular,y,y
ARI201704040,corbp001,ARI,1,value,12,0,22,7,2,0,0,3,2,2,0,1,0,0,0,0,1,0,0,0,,1,,1,,,20170404,0,PHO01,h,SFN,0,1,0,regular,y,y
ARI201704040,delgr001,ARI,2,value,2,0,9,5,2,0,1,5,4,1,0,2,0,0,0,0,0,0,0,0,,,,,,,20170404,0,PHO01,h,SFN,0,1,0,regular,y,y
ARI201704040,brada001,ARI,3,value,10,0,14,3,1,0,0,0,0,1,0,7,0,0,1,0,0,0,0,0,,,,,,,20170404,0,PHO01,h,SFN,0,1,0,regular,y,y
ARI201704040,wilht001,ARI,4,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,1,,20170404,0,PHO01,h,SFN,0,1,0,regular,y,y
CHA201704040,verlj001,DET,1,value,19,0,26,6,3,0,0,2,2,2,0,10,0,1,0,0,0,0,0,0,1,,,1,,,20170404,0,CHI12,v,CHA,1,0,0,regular,y,y
CHA201704040,wilsj004,DET,2,value,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20170404,0,CHI12,v,CHA,1,0,0,regular,y,y
CHA201704040,rondb001,DET,3,value,3,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20170404,0,CHI12,v,CHA,1,0,0,regular,y,y
CHA201704040,grees005,DET,4,value,0,2,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,,,,,,,20170404,0,CHI12,v,CHA,1,0,0,regular,y,y
CHA201704040,rodrf003,DET,5,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,1,,20170404,0,CHI12,v,CHA,1,0,0,regular,y,y
