gid,id,team,p_seq,stattype,p_ipouts,p_noout,p_bfp,p_h,p_d,p_t,p_hr,p_r,p_er,p_w,p_iw,p_k,p_hbp,p_wp,p_bk,p_sh,p_sf,p_sb,p_cs,p_pb,wp,lp,save,p_gs,p_gf,p_cg,date,number,site,vishome,opp,win,loss,tie,gametype,box,pbp
ARI201304010,kenni001,ARI,1,value,21,0,25,5,3,0,0,2,2,1,0,8,0,0,0,0,0,0,0,0,1,,,1,,,20130401,0,PHO01,h,SLN,1,0,0,regular,y,y
ARI201304010,hernd002,ARI,2,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20130401,0,PHO01,h,SLN,1,0,0,regular,y,y
ARI201304010,ziegb001,ARI,3,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,20130401,0,PHO01,h,SLN,1,0,0,regular,y,y
ATL201304010,hamec001,PHI,1,value,15,0,23,7,2,0,3,5,5,1,0,5,0,0,0,0,0,0,0,0,,1,,1,,,20130401,0,ATL02,v,ATL,0,1,0,regular,y,y
ATL201304010,durbc001,PHI,2,value,0,3,3,2,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,20130401,0,ATL02,v,ATL,0,1,0,regular,y,y
ATL201304010,horsj001,PHI,3,value,6,0,6,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20130401,0,ATL02,v,ATL,0,1,0,regular,y,y
ATL201304010,aumop001,PHI,4,value,3,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,1,,20130401,0,ATL02,v,ATL,0,1,0,regular,y,y
ATL201304010,hudst001,ATL,1,value,13,0,21,6,0,0,1,3,3,3,0,3,0,0,0,0,0,1,0,0,,,,1,,,20130401,0,ATL02,h,PHI,1,0,0,regular,y,y
ATL201304010,avill001,ATL,2,value,5,0,7,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,,,,,,20130401,0,ATL02,h,PHI,1,0,0,regular,y,y
ATL201304010,oflae001,ATL,3,value,3,0,4,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20130401,0,ATL02,h,PHI,1,0,0,regular,y,y
ATL201304010,waldj001,ATL,4,value,3,0,5,2,1,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,,,,,,,20130401,0,ATL02,h,PHI,1,0,0,regular,y,y
ATL201304010,kimbc001,ATL,5,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,1,,1,,20130401,0,ATL02,h,PHI,1,0,0,regular,y,y
CHA201304010,shiej002,KCA,1,value,18,0,26,8,0,0,1,1,1,0,0,6,0,0,0,0,0,0,0,0,,1,,1,,,20130401,0,CHI12,v,CHA,0,1,0,regular,y,y
CHA201304010,crowa001,KCA,2,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20130401,0,CHI12,v,CHA,0,1,0,regular,y,y
CHA201304010,herrk001,KCA,3,value,3,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,,,,,1,,20130401,0,CHI12,v,CHA,0,1,0,regular,y,y
CHA201304010,salec001,CHA,1,value,23,0,29,7,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,1,,,1,,,20130401,0,CHI12,h,KCA,1,0,0,regular,y,y
CHA201304010,jonen001,CHA,2,value,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,,,,,,,20130401,0,CHI12,h,KCA,1,0,0,regular,y,y
CHA201304010,thorm001,CHA,3,value,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20130401,0,CHI12,h,KCA,1,0,0,regular,y,y
CHA201304010,reeda001,CHA,4,value,3,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,,,1,,1,,20130401,0,CHI12,h,KCA,1,0,0,regular,y,y
CIN201304010,weavj003,ANA,1,value,18,0,23,2,1,0,0,1,1,2,0,4,1,1,0,0,0,0,0,0,,,,1,,,20130401,0,CIN09,v,CIN,1,0,0,regular,y,y
CIN201304010,richg002,ANA,2,value,5,0,8,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,,,,,,,20130401,0,CIN09,v,CIN,1,0,0,regular,y,y
CIN201304010,burns001,ANA,3,value,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20130401,0,CIN09,v,CIN,1,0,0,regular,y,y
CIN201304010,jepsk001,ANA,4,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20130401,0,CIN09,v,CIN,1,0,0,regular,y,y
CIN201304010,downs001,ANA,5,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20130401,0,CIN09,v,CIN,1,0,0,regular,y,y
CIN201304010,lowem002,ANA,6,value,6,0,8,0,0,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,1,,,,,,20130401,0,CIN09,v,CIN,1,0,0,regular,y,y
CIN201304010,friee001,ANA,7,value,3,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,,1,,1,,20130401,0,CIN09,v,CIN,1,0,0,regular,y,y
CIN201304010,cuetj001,CIN,1,value,21,0,27,3,0,0,1,1,1,2,1,9,0,0,0,1,0,0,0,0,,,,1,,,20130401,0,CIN09,h,ANA,0,1,0,regular,y,y
CIN201304010,broxj001,CIN,2,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20130401,0,CIN09,h,ANA,0,1,0,regular,y,y
CIN201304010,chapa001,CIN,3,value,3,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,,,,,,20130401,0,CIN09,h,ANA,0,1,0,regular,y,y
CIN201304010,lecus001,CIN,4,value,6,0,9,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,,,,,,,20130401,0,CIN09,h,ANA,0,1,0,regular,y,y
CIN201304010,hoovj002,CIN,5,value,6,0,11,2,0,1,0,2,2,2,1,3,1,0,0,0,0,0,0,0,,1,,,1,,20130401,0,CIN09,h,ANA,0,1,0,regular,y,y
LAN201304010,cainm001,SFN,1,value,18,0,23,4,1,0,0,0,0,1,0,8,1,0,0,0,0,0,1,0,,,,1,,,20130401,0,LOS03,v,LAN,0,1,0,regular,y,y
LAN201304010,kontg001,SFN,2,value,3,3,6,3,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,20130401,0,LOS03,v,LAN,0,1,0,regular,y,y
LAN201304010,garcj002,SFN,3,value,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,,,,,,,20130401,0,LOS03,v,LAN,0,1,0,regular,y,y
LAN201304010,affej001,SFN,4,value,3,0,5,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,,,,1,,20130401,0,LOS03,v,LAN,0,1,0,regular,y,y
LAN201304010,kersc001,LAN,1,value,27,0,30,4,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,1,,,1,,1,20130401,0,LOS03,h,SFN,1,0,0,regular,y,y
MIL201304010,chacj001,COL,1,value,20,0,24,3,0,0,1,1,1,3,0,6,0,0,0,0,0,0,1,0,,,,1,,,20130401,0,MIL06,v,MIL,0,1,0,regular,y,y
MIL201304010,belim001,COL,2,value,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20130401,0,MIL06,v,MIL,0,1,0,regular,y,y
MIL201304010,lopew001,COL,3,value,3,0,7,4,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20130401,0,MIL06,v,MIL,0,1,0,regular,y,y
MIL201304010,brotr001,COL,4,value,3,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20130401,0,MIL06,v,MIL,0,1,0,regular,y,y
MIL201304010,ottaa001,COL,5,value,2,0,5,0,0,0,0,1,1,2,1,1,1,0,0,0,1,1,0,0,,1,,,1,,20130401,0,MIL06,v,MIL,0,1,0,regular,y,y
MIL201304010,gally001,MIL,1,value,15,0,25,10,0,0,2,3,3,1,0,3,0,0,0,0,0,0,0,0,,,,1,,,20130401,0,MIL06,h,COL,1,0,0,regular,y,y
MIL201304010,figaa001,MIL,2,value,6,0,6,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20130401,0,MIL06,h,COL,1,0,0,regular,y,y
MIL201304010,badeb001,MIL,3,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20130401,0,MIL06,h,COL,1,0,0,regular,y,y
MIL201304010,axfoj001,MIL,4,value,3,0,4,1,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,,,,,,,20130401,0,MIL06,h,COL,1,0,0,regular,y,y
MIL201304010,hendj001,MIL,5,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,1,,20130401,0,MIL06,h,COL,1,0,0,regular,y,y
MIN201304010,verlj001,DET,1,value,15,0,21,4,2,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,1,,,1,,,20130401,0,MIN04,v,MIN,1,0,0,regular,y,y
MIN201304010,smyld001,DET,2,value,4,0,10,3,1,0,0,2,2,3,0,1,0,1,0,0,0,0,0,0,,,,,,,20130401,0,MIN04,v,MIN,1,0,0,regular,y,y
MIN201304010,albua001,DET,3,value,2,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20130401,0,MIN04,v,MIN,1,0,0,regular,y,y
MIN201304010,benoj001,DET,4,value,4,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,20130401,0,MIN04,v,MIN,1,0,0,regular,y,y
MIN201304010,cokep001,DET,5,value,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,1,,1,,20130401,0,MIN04,v,MIN,1,0,0,regular,y,y
MIN201304010,worlv001,MIN,1,value,18,0,27,8,2,0,0,3,3,1,0,3,0,1,0,0,0,1,0,0,,1,,1,,,20130401,0,MIN04,h,DET,0,1,0,regular,y,y
MIN201304010,fienc001,MIN,2,value,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,,,20130401,0,MIN04,h,DET,0,1,0,regular,y,y
MIN201304010,duenb001,MIN,3,value,2,0,5,1,0,0,0,1,1,2,1,1,0,0,0,1,0,0,0,0,,,,,,,20130401,0,MIN04,h,DET,0,1,0,regular,y,y
MIN201304010,roenj001,MIN,4,value,4,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,,1,,20130401,0,MIN04,h,DET,0,1,0,regular,y,y
NYA201304010,lestj001,BOS,1,value,15,0,23,5,1,0,0,2,2,2,0,7,0,2,0,0,0,0,0,0,1,,,1,,,20130401,0,NYC21,v,NYA,1,0,0,regular,y,y
NYA201304010,uehak001,BOS,2,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20130401,0,NYC21,v,NYA,1,0,0,regular,y,y
NYA201304010,milla002,BOS,3,value,2,0,4,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,,,,,,,20130401,0,NYC21,v,NYA,1,0,0,regular,y,y
NYA201304010,baila001,BOS,4,value,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20130401,0,NYC21,v,NYA,1,0,0,regular,y,y
NYA201304010,tazaj001,BOS,5,value,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20130401,0,NYC21,v,NYA,1,0,0,regular,y,y
NYA201304010,hanrj001,BOS,6,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,20130401,0,NYC21,v,NYA,1,0,0,regular,y,y
NYA201304010,sabac001,NYA,1,value,15,0,27,8,1,0,0,4,4,4,1,5,0,0,0,0,0,0,0,0,,1,,1,,,20130401,0,NYC21,h,BOS,0,1,0,regular,y,y
NYA201304010,pheld001,NYA,2,value,4,0,7,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,20130401,0,NYC21,h,BOS,0,1,0,regular,y,y
NYA201304010,logab001,NYA,3,value,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20130401,0,NYC21,h,BOS,0,1,0,regular,y,y
NYA201304010,kells001,NYA,4,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20130401,0,NYC21,h,BOS,0,1,0,regular,y,y
NYA201304010,chamj002,NYA,5,value,2,0,7,3,0,0,0,3,3,2,0,2,0,0,0,0,0,0,0,0,,,,,,,20130401,0,NYC21,h,BOS,0,1,0,regular,y,y
NYA201304010,epplc001,NYA,6,value,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,1,,20130401,0,NYC21,h,BOS,0,1,0,regular,y,y
NYN201304010,volqe001,SDN,1,value,9,2,19,6,2,0,0,6,6,3,0,4,0,0,0,0,0,2,0,0,,1,,1,,,20130401,0,NYC20,v,NYN,0,1,0,regular,y,y
NYN201304010,bassa001,SDN,2,value,9,0,12,3,0,0,0,1,1,0,0,3,0,1,0,0,0,0,0,0,,,,,,,20130401,0,NYC20,v,NYN,0,1,0,regular,y,y
NYN201304010,bracb001,SDN,3,value,2,0,7,4,0,0,1,4,4,1,0,1,0,0,0,0,0,0,0,0,,,,,,,20130401,0,NYC20,v,NYN,0,1,0,regular,y,y
NYN201304010,thayd001,SDN,4,value,3,0,4,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,,,,,,,20130401,0,NYC20,v,NYN,0,1,0,regular,y,y
NYN201304010,thatj001,SDN,5,value,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,20130401,0,NYC20,v,NYN,0,1,0,regular,y,y
NYN201304010,niesj001,NYN,1,value,20,0,27,4,1,0,1,2,2,2,0,4,1,0,0,1,0,0,0,0,1,,,1,,,20130401,0,NYC20,h,SDN,1,0,0,regular,y,y
NYN201304010,lyonb003,NYN,2,value,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20130401,0,NYC20,h,SDN,1,0,0,regular,y,y
NYN201304010,atchs001,NYN,3,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20130401,0,NYC20,h,SDN,1,0,0,regular,y,y
NYN201304010,rices001,NYN,4,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,1,,20130401,0,NYC20,h,SDN,1,0,0,regular,y,y
OAK201304010,hernf002,SEA,1,value,23,0,27,3,2,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,1,,,1,,,20130401,0,OAK01,v,OAK,1,0,0,regular,y,y
OAK201304010,furbc001,SEA,2,value,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,20130401,0,OAK01,v,OAK,1,0,0,regular,y,y
OAK201304010,pryos001,SEA,3,value,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20130401,0,OAK01,v,OAK,1,0,0,regular,y,y
OAK201304010,wilht001,SEA,4,value,3,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,,1,,20130401,0,OAK01,v,OAK,1,0,0,regular,y,y
OAK201304010,andeb004,OAK,1,value,21,0,28,4,0,0,0,2,2,4,0,6,0,0,0,0,0,1,0,0,,1,,1,,,20130401,0,OAK01,h,SEA,0,1,0,regular,y,y
OAK201304010,resoc001,OAK,2,value,3,0,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20130401,0,OAK01,h,SEA,0,1,0,regular,y,y
OAK201304010,blevj001,OAK,3,value,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,1,,20130401,0,OAK01,h,SEA,0,1,0,regular,y,y
PIT201304010,samaj001,CHN,1,value,24,0,28,2,1,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,1,,,1,,,20130401,0,PIT08,v,PIT,1,0,0,regular,y,y
PIT201304010,marmc001,CHN,2,value,1,0,4,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,,,,,,,20130401,0,PIT08,v,PIT,1,0,0,regular,y,y
PIT201304010,russj003,CHN,3,value,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20130401,0,PIT08,v,PIT,1,0,0,regular,y,y
PIT201304010,fujik001,CHN,4,value,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,1,,20130401,0,PIT08,v,PIT,1,0,0,regular,y,y
PIT201304010,burna001,PIT,1,value,17,0,24,6,2,0,1,3,3,1,0,10,1,0,0,0,0,1,0,0,,1,,1,,,20130401,0,PIT08,h,CHN,0,1,0,regular,y,y
PIT201304010,wilsj004,PIT,2,value,4,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20130401,0,PIT08,h,CHN,0,1,0,regular,y,y
PIT201304010,hughj001,PIT,3,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20130401,0,PIT08,h,CHN,0,1,0,regular,y,y
PIT201304010,melam001,PIT,4,value,3,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,,,,1,,20130401,0,PIT08,h,CHN,0,1,0,regular,y,y
WAS201304010,nolar001,MIA,1,value,18,0,23,3,0,0,2,2,2,2,0,5,0,0,0,2,0,0,0,0,,1,,1,,,20130401,0,WAS11,v,WAS,0,1,0,regular,y,y
WAS201304010,qualc001,MIA,2,value,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20130401,0,WAS11,v,WAS,0,1,0,regular,y,y
WAS201304010,dunnm002,MIA,3,value,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,20130401,0,WAS11,v,WAS,0,1,0,regular,y,y
WAS201304010,stras001,WAS,1,value,21,0,23,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,,,1,,,20130401,0,WAS11,h,MIA,1,0,0,regular,y,y
WAS201304010,clipt001,WAS,2,value,3,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,20130401,0,WAS11,h,MIA,1,0,0,regular,y,y
WAS201304010,sorir001,WAS,3,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,1,,1,,20130401,0,WAS11,h,MIA,1,0,0,regular,y,y
ARI201304020,garcj004,SLN,1,value,17,0,24,2,0,0,1,1,1,4,0,4,0,0,0,0,0,0,0,0,1,,,1,,,20130402,0,PHO01,v,ARI,1,0,0,regular,y,y
ARI201304020,mujie001,SLN,2,value,4,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20130402,0,PHO01,v,ARI,1,0,0,regular,y,y
ARI201304020,roset001,SLN,3,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20130402,0,PHO01,v,ARI,1,0,0,regular,y,y
ARI201304020,boggm001,SLN,4,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1,,20130402,0,PHO01,v,ARI,1,0,0,regular,y,y
ARI201304020,cahit001,ARI,1,value,17,0,24,5,1,0,1,3,3,2,0,7,1,1,0,0,0,0,0,0,,1,,1,,,20130402,0,PHO01,h,SLN,0,1,0,regular,y,y
ARI201304020,sippt001,ARI,2,value,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20130402,0,PHO01,h,SLN,0,1,0,regular,y,y
ARI201304020,bellh001,ARI,3,value,1,0,6,4,1,0,2,3,3,1,0,1,0,0,0,0,0,0,0,0,,,,,,,20130402,0,PHO01,h,SLN,0,1,0,regular,y,y
ARI201304020,collj001,ARI,4,value,5,0,6,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20130402,0,PHO01,h,SLN,0,1,0,regular,y,y
ARI201304020,reynm002,ARI,5,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,20130402,0,PHO01,h,SLN,0,1,0,regular,y,y
HOU201304020,darvy001,TEX,1,value,26,0,27,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,,,1,,,20130402,0,HOU03,v,HOU,1,0,0,regular,y,y
HOU201304020,kirkm001,TEX,2,value,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1,,20130402,0,HOU03,v,HOU,1,0,0,regular,y,y
HOU201304020,harrl002,HOU,1,value,18,0,25,6,1,1,0,1,1,2,1,4,1,0,0,0,0,0,0,0,,1,,1,,,20130402,0,HOU03,h,TEX,0,1,0,regular,y,y
HOU201304020,cedex001,HOU,2,value,1,0,2,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20130402,0,HOU03,h,TEX,0,1,0,regular,y,y
HOU201304020,cruzr001,HOU,3,value,2,0,4,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20130402,0,HOU03,h,TEX,0,1,0,regular,y,y
HOU201304020,wrigw001,HOU,4,value,2,0,4,1,1,0,0,2,2,1,0,0,0,0,0,0,1,0,0,0,,,,,,,20130402,0,HOU03,h,TEX,0,1,0,regular,y,y
HOU201304020,fielj002,HOU,5,value,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20130402,0,HOU03,h,TEX,0,1,0,regular,y,y
HOU201304020,veraj001,HOU,6,value,3,0,6,2,0,1,0,2,2,1,0,3,0,0,0,0,0,0,0,0,,,,,1,,20130402,0,HOU03,h,TEX,0,1,0,regular,y,y
LAN201304020,bumgm001,SFN,1,value,24,0,26,2,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,,,1,,,20130402,0,LOS03,v,LAN,1,0,0,regular,y,y
LAN201304020,romos001,SFN,2,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,1,,1,,20130402,0,LOS03,v,LAN,1,0,0,regular,y,y
LAN201304020,ryu-h001,LAN,1,value,19,0,26,10,0,0,0,3,1,0,0,5,0,0,0,0,0,0,0,0,,1,,1,,,20130402,0,LOS03,h,SFN,0,1,0,regular,y,y
LAN201304020,belir001,LAN,2,value,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20130402,0,LOS03,h,SFN,0,1,0,regular,y,y
LAN201304020,jansk001,LAN,3,value,3,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,20130402,0,LOS03,h,SFN,0,1,0,regular,y,y
LAN201304020,rodrp001,LAN,4,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1,,20130402,0,LOS03,h,SFN,0,1,0,regular,y,y
MIL201304020,delaj001,COL,1,value,13,0,20,5,2,0,1,4,4,3,1,3,0,0,0,0,0,0,0,0,,,,1,,,20130402,0,MIL06,v,MIL,1,0,0,regular,y,y
MIL201304020,escae001,COL,2,value,5,0,7,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,,,,,,20130402,0,MIL06,v,MIL,1,0,0,regular,y,y
MIL201304020,belim001,COL,3,value,6,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20130402,0,MIL06,v,MIL,1,0,0,regular,y,y
MIL201304020,lopew001,COL,4,value,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20130402,0,MIL06,v,MIL,1,0,0,regular,y,y
MIL201304020,brotr001,COL,5,value,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20130402,0,MIL06,v,MIL,1,0,0,regular,y,y
MIL201304020,betar001,COL,6,value,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,1,,20130402,0,MIL06,v,MIL,1,0,0,regular,y,y
MIL201304020,estrm001,MIL,1,value,15,0,24,9,0,0,2,4,4,0,0,8,0,0,0,0,0,0,0,0,,,,1,,,20130402,0,MIL06,h,COL,0,1,0,regular,y,y
MIL201304020,kintb001,MIL,2,value,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,,,20130402,0,MIL06,h,COL,0,1,0,regular,y,y
MIL201304020,gonzm001,MIL,3,value,0,3,3,2,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,,1,,,,,20130402,0,MIL06,h,COL,0,1,0,regular,y,y
MIL201304020,badeb001,MIL,4,value,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,20130402,0,MIL06,h,COL,0,1,0,regular,y,y
MIL201304020,gorzt001,MIL,5,value,3,0,5,1,0,0,0,1,1,1,0,0,0,2,0,0,1,0,0,0,,,,,,,20130402,0,MIL06,h,COL,0,1,0,regular,y,y
