gid,id,team,p_seq,stattype,p_ipouts,p_noout,p_bfp,p_h,p_d,p_t,p_hr,p_r,p_er,p_w,p_iw,p_k,p_hbp,p_wp,p_bk,p_sh,p_sf,p_sb,p_cs,p_pb,wp,lp,save,p_gs,p_gf,p_cg,date,number,site,vishome,opp,win,loss,tie,gametype,box,pbp
ATL201604040,rivef001,WAS,2,value,2,0,5,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,,,,,,,20160404,0,ATL02,v,ATL,1,0,0,regular,y,y
ATL201604040,kells001,WAS,3,value,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,20160404,0,ATL02,v,ATL,1,0,0,regular,y,y
ATL201604040,pereo002,WAS,4,value,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20160404,0,ATL02,v,ATL,1,0,0,regular,y,y
ATL201604040,treib001,WAS,5,value,3,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,,,,,,20160404,0,ATL02,v,ATL,1,0,0,regular,y,y
ATL201604040,papej001,WAS,6,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,1,,1,,20160404,0,ATL02,v,ATL,1,0,0,regular,y,y
ATL201604040,tehej001,ATL,1,value,18,0,25,5,0,0,2,2,2,3,0,4,0,1,0,0,0,0,1,0,,,,1,,,20160404,0,ATL02,h,WAS,0,1,0,regular,y,y
ATL201604040,winkd001,ATL,2,value,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,,,20160404,0,ATL02,h,WAS,0,1,0,regular,y,y
ATL201604040,vizca001,ATL,3,value,3,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,,,,,,,20160404,0,ATL02,h,WAS,0,1,0,regular,y,y
ATL201604040,grilj001,ATL,4,value,3,0,6,2,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,,,,,,,20160404,0,ATL02,h,WAS,0,1,0,regular,y,y
ATL201604040,oflae001,ATL,5,value,1,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,20160404,0,ATL02,h,WAS,0,1,0,regular,y,y
ATL201604040,johnj010,ATL,6,value,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1,,20160404,0,ATL02,h,WAS,0,1,0,regular,y,y
BAL201604040,sante001,MIN,1,value,6,0,10,2,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,0,,,,1,,,20160404,0,BAL12,v,BAL,0,1,0,regular,y,y
BAL201604040,presr001,MIN,2,value,6,0,7,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,,,,,,20160404,0,BAL12,v,BAL,0,1,0,regular,y,y
BAL201604040,fienc001,MIN,3,value,2,0,6,4,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20160404,0,BAL12,v,BAL,0,1,0,regular,y,y
BAL201604040,abadf001,MIN,4,value,4,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,20160404,0,BAL12,v,BAL,0,1,0,regular,y,y
BAL201604040,may-t001,MIN,5,value,6,0,8,2,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,,,,,,,20160404,0,BAL12,v,BAL,0,1,0,regular,y,y
BAL201604040,jepsk001,MIN,6,value,2,0,5,2,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,,1,,,1,,20160404,0,BAL12,v,BAL,0,1,0,regular,y,y
BAL201604040,tillc001,BAL,1,value,6,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,,,,1,,,20160404,0,BAL12,h,MIN,1,0,0,regular,y,y
BAL201604040,wilst004,BAL,2,value,9,0,11,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20160404,0,BAL12,h,MIN,1,0,0,regular,y,y
BAL201604040,givem001,BAL,3,value,4,0,8,3,2,0,0,2,2,0,0,2,1,0,0,0,0,0,0,0,,,,,,,20160404,0,BAL12,h,MIN,1,0,0,regular,y,y
BAL201604040,bracb001,BAL,4,value,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,,,20160404,0,BAL12,h,MIN,1,0,0,regular,y,y
BAL201604040,odayd001,BAL,5,value,3,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20160404,0,BAL12,h,MIN,1,0,0,regular,y,y
BAL201604040,britz001,BAL,6,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,1,,20160404,0,BAL12,h,MIN,1,0,0,regular,y,y
CIN201604040,hellj001,PHI,1,value,18,0,21,3,2,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,,,,1,,,20160404,0,CIN09,v,CIN,0,1,0,regular,y,y
CIN201604040,gomej002,PHI,2,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20160404,0,CIN09,v,CIN,0,1,0,regular,y,y
CIN201604040,hernd002,PHI,3,value,0,3,3,1,1,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,,1,,,,,20160404,0,CIN09,v,CIN,0,1,0,regular,y,y
CIN201604040,russj003,PHI,4,value,1,0,3,1,0,0,0,2,2,1,0,0,0,0,0,0,1,0,0,0,,,,,,,20160404,0,CIN09,v,CIN,0,1,0,regular,y,y
CIN201604040,nerih001,PHI,5,value,2,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,1,,20160404,0,CIN09,v,CIN,0,1,0,regular,y,y
CIN201604040,igler001,CIN,1,value,18,0,24,6,1,0,1,2,2,0,0,7,0,0,0,0,0,0,0,0,,,,1,,,20160404,0,CIN09,h,PHI,1,0,0,regular,y,y
CIN201604040,diazj005,CIN,2,value,4,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20160404,0,CIN09,h,PHI,1,0,0,regular,y,y
CIN201604040,cingt001,CIN,3,value,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,20160404,0,CIN09,h,PHI,1,0,0,regular,y,y
CIN201604040,ohler001,CIN,4,value,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,20160404,0,CIN09,h,PHI,1,0,0,regular,y,y
CIN201604040,hoovj002,CIN,5,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,20160404,0,CIN09,h,PHI,1,0,0,regular,y,y
MIL201604040,bumgm001,SFN,1,value,15,0,22,5,0,0,2,3,3,5,0,6,0,0,0,0,0,0,0,0,1,,,1,,,20160404,0,MIL06,v,MIL,1,0,0,regular,y,y
MIL201604040,kontg001,SFN,2,value,3,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20160404,0,MIL06,v,MIL,1,0,0,regular,y,y
MIL201604040,gearc001,SFN,3,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20160404,0,MIL06,v,MIL,1,0,0,regular,y,y
MIL201604040,strih001,SFN,4,value,3,0,4,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,,,,,,,20160404,0,MIL06,v,MIL,1,0,0,regular,y,y
MIL201604040,osicj001,SFN,5,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1,,20160404,0,MIL06,v,MIL,1,0,0,regular,y,y
MIL201604040,peraw001,MIL,1,value,12,0,20,6,2,0,0,5,4,2,0,2,0,0,0,0,1,1,0,0,,1,,1,,,20160404,0,MIL06,h,SFN,0,1,0,regular,y,y
MIL201604040,torrc001,MIL,2,value,3,0,6,2,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,20160404,0,MIL06,h,SFN,0,1,0,regular,y,y
MIL201604040,capuc001,MIL,3,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20160404,0,MIL06,h,SFN,0,1,0,regular,y,y
MIL201604040,penaa003,MIL,4,value,5,0,11,5,0,0,3,5,5,2,0,0,0,0,0,0,0,0,0,0,,,,,,,20160404,0,MIL06,h,SFN,0,1,0,regular,y,y
MIL201604040,boyeb001,MIL,5,value,4,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,20160404,0,MIL06,h,SFN,0,1,0,regular,y,y
OAK201604040,salec001,CHA,1,value,21,0,28,7,2,0,0,3,3,1,0,8,0,0,0,0,0,0,0,0,1,,,1,,,20160404,0,OAK01,v,OAK,1,0,0,regular,y,y
OAK201604040,petrj001,CHA,2,value,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,20160404,0,OAK01,v,OAK,1,0,0,regular,y,y
OAK201604040,dukez001,CHA,3,value,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20160404,0,OAK01,v,OAK,1,0,0,regular,y,y
OAK201604040,jonen001,CHA,4,value,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20160404,0,OAK01,v,OAK,1,0,0,regular,y,y
OAK201604040,robed002,CHA,5,value,3,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,1,,1,,20160404,0,OAK01,v,OAK,1,0,0,regular,y,y
OAK201604040,hillr001,OAK,1,value,8,0,14,3,1,1,0,4,2,1,0,3,2,0,0,0,0,0,1,0,,1,,1,,,20160404,0,OAK01,h,CHA,0,1,0,regular,y,y
OAK201604040,rodrf004,OAK,2,value,4,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20160404,0,OAK01,h,CHA,0,1,0,regular,y,y
OAK201604040,dullr001,OAK,3,value,6,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20160404,0,OAK01,h,CHA,0,1,0,regular,y,y
OAK201604040,axfoj001,OAK,4,value,3,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20160404,0,OAK01,h,CHA,0,1,0,regular,y,y
OAK201604040,madsr001,OAK,5,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20160404,0,OAK01,h,CHA,0,1,0,regular,y,y
OAK201604040,dools001,OAK,6,value,3,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,,1,,20160404,0,OAK01,h,CHA,0,1,0,regular,y,y
SDN201604040,kersc001,LAN,1,value,21,0,23,1,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,1,,,1,,,20160404,0,SAN02,v,SDN,1,0,0,regular,y,y
SDN201604040,colel001,LAN,2,value,3,0,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,20160404,0,SAN02,v,SDN,1,0,0,regular,y,y
SDN201604040,garcy001,LAN,3,value,3,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1,,20160404,0,SAN02,v,SDN,1,0,0,regular,y,y
SDN201604040,rosst001,SDN,1,value,16,0,27,9,4,0,0,8,7,1,0,5,2,1,0,0,0,0,0,0,,1,,1,,,20160404,0,SAN02,h,LAN,0,1,0,regular,y,y
SDN201604040,buchr001,SDN,2,value,2,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,,,20160404,0,SAN02,h,LAN,0,1,0,regular,y,y
SDN201604040,perdl002,SDN,3,value,3,3,11,6,2,1,0,6,6,2,0,2,0,1,0,0,0,0,0,0,,,,,,,20160404,0,SAN02,h,LAN,0,1,0,regular,y,y
SDN201604040,rea-c001,SDN,4,value,3,0,5,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,20160404,0,SAN02,h,LAN,0,1,0,regular,y,y
SDN201604040,quack001,SDN,5,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,1,,20160404,0,SAN02,h,LAN,0,1,0,regular,y,y
TBA201604040,dickr001,TOR,1,value,15,1,23,6,1,0,1,3,3,2,0,3,0,1,0,0,0,0,0,0,1,,,1,,,20160404,0,STP01,v,TBA,1,0,0,regular,y,y
TBA201604040,chavj001,TOR,2,value,3,0,5,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,,,,,,20160404,0,STP01,v,TBA,1,0,0,regular,y,y
TBA201604040,cecib001,TOR,3,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20160404,0,STP01,v,TBA,1,0,0,regular,y,y
TBA201604040,stord001,TOR,4,value,3,0,5,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,,,,,,,20160404,0,STP01,v,TBA,1,0,0,regular,y,y
TBA201604040,osunr001,TOR,5,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,1,,20160404,0,STP01,v,TBA,1,0,0,regular,y,y
TBA201604040,smyld001,TBA,1,value,20,0,27,6,1,0,3,5,5,1,0,5,0,1,0,0,1,0,0,0,,1,,1,,,20160404,0,STP01,h,TOR,0,1,0,regular,y,y
TBA201604040,farqd001,TBA,2,value,3,0,5,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,,,,,,20160404,0,STP01,h,TOR,0,1,0,regular,y,y
TBA201604040,romee002,TBA,3,value,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20160404,0,STP01,h,TOR,0,1,0,regular,y,y
TBA201604040,gelts001,TBA,4,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1,,20160404,0,STP01,h,TOR,0,1,0,regular,y,y
TEX201604040,hernf002,SEA,1,value,18,0,27,1,0,0,0,3,1,5,0,6,1,0,0,0,0,1,0,0,,1,,1,,,20160404,0,ARL02,v,TEX,0,1,0,regular,y,y
TEX201604040,montm002,SEA,2,value,6,0,7,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,,,,,1,,20160404,0,ARL02,v,TEX,0,1,0,regular,y,y
TEX201604040,hamec001,TEX,1,value,21,0,28,4,0,0,2,2,2,3,0,8,1,1,0,0,0,0,0,0,1,,,1,,,20160404,0,ARL02,h,SEA,1,0,0,regular,y,y
TEX201604040,diekj001,TEX,2,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20160404,0,ARL02,h,SEA,1,0,0,regular,y,y
TEX201604040,tolls002,TEX,3,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,1,,1,,20160404,0,ARL02,h,SEA,1,0,0,regular,y,y
ANA201604050,lestj001,CHN,1,value,21,0,25,4,1,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,1,,,1,,,20160405,0,ANA01,v,ANA,1,0,0,regular,y,y
ANA201604050,cahit001,CHN,2,value,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20160405,0,ANA01,v,ANA,1,0,0,regular,y,y
ANA201604050,woodt004,CHN,3,value,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20160405,0,ANA01,v,ANA,1,0,0,regular,y,y
ANA201604050,strop001,CHN,4,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,1,,20160405,0,ANA01,v,ANA,1,0,0,regular,y,y
ANA201604050,heana001,ANA,1,value,18,0,25,7,1,0,2,4,4,0,0,7,0,0,0,0,0,0,0,0,,1,,1,,,20160405,0,ANA01,h,CHN,0,1,0,regular,y,y
ANA201604050,morim002,ANA,2,value,1,0,3,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20160405,0,ANA01,h,CHN,0,1,0,regular,y,y
ANA201604050,alvaj003,ANA,3,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20160405,0,ANA01,h,CHN,0,1,0,regular,y,y
ANA201604050,smitj002,ANA,4,value,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20160405,0,ANA01,h,CHN,0,1,0,regular,y,y
ANA201604050,streh001,ANA,5,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,20160405,0,ANA01,h,CHN,0,1,0,regular,y,y
ARI201604050,bettc001,COL,1,value,16,0,27,7,2,0,2,5,5,3,0,4,1,0,0,0,0,0,0,0,,,,1,,,20160405,0,PHO01,v,ARI,0,1,0,regular,y,y
ARI201604050,bergc001,COL,2,value,3,0,8,4,1,1,0,4,4,1,0,2,0,0,0,0,1,0,0,0,,1,,,,,20160405,0,PHO01,v,ARI,0,1,0,regular,y,y
ARI201604050,gurkj001,COL,3,value,5,0,9,4,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,,,,,1,,20160405,0,PHO01,v,ARI,0,1,0,regular,y,y
ARI201604050,mills001,ARI,1,value,18,0,26,8,1,0,3,6,6,1,0,2,0,1,0,0,0,0,0,0,,,,1,,,20160405,0,PHO01,h,COL,1,0,0,regular,y,y
ARI201604050,clipt001,ARI,2,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,20160405,0,PHO01,h,COL,1,0,0,regular,y,y
ARI201604050,hudsd001,ARI,3,value,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,20160405,0,PHO01,h,COL,1,0,0,regular,y,y
ARI201604050,barrj002,ARI,4,value,3,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,,20160405,0,PHO01,h,COL,1,0,0,regular,y,y
CLE201604050,pricd001,BOS,1,value,18,0,25,5,0,0,0,2,2,2,0,10,0,0,0,0,1,0,0,0,1,,,1,,,20160405,0,CLE08,v,CLE,1,0,0,regular,y,y
CLE201604050,tazaj001,BOS,2,value,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,20160405,0,CLE08,v,CLE,1,0,0,regular,y,y
CLE201604050,uehak001,BOS,3,value,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20160405,0,CLE08,v,CLE,1,0,0,regular,y,y
CLE201604050,kimbc001,BOS,4,value,3,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,,,,1,,20160405,0,CLE08,v,CLE,1,0,0,regular,y,y
CLE201604050,klubc001,CLE,1,value,16,0,27,9,1,0,1,4,4,2,0,5,0,1,0,0,0,0,0,0,,1,,1,,,20160405,0,CLE08,h,BOS,0,1,0,regular,y,y
CLE201604050,mansj001,CLE,2,value,3,0,5,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,,,,,,,20160405,0,CLE08,h,BOS,0,1,0,regular,y,y
CLE201604050,detwr001,CLE,3,value,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,20160405,0,CLE08,h,BOS,0,1,0,regular,y,y
CLE201604050,chamj002,CLE,4,value,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,,,,,20160405,0,CLE08,h,BOS,0,1,0,regular,y,y
CLE201604050,bauet001,CLE,5,value,3,0,6,2,0,0,1,2,2,1,0,2,0,0,0,0,0,0,0,0,,,,,1,,20160405,0,CLE08,h,BOS,0,1,0,regular,y,y
